filename	acq_time
fmap/sub-0521_magnitude1.nii	2021-06-21T18:02:29.852500
fmap/sub-0521_magnitude2.nii	2021-06-21T18:02:29.852500
fmap/sub-0521_phasediff.nii	2021-06-21T18:02:29.852500
func/sub-0521_task-soc21gng_bold.nii	2021-06-21T18:07:22.910000
func/sub-0521_task-rest_bold.nii	2021-06-21T18:20:26.115000
anat/sub-0521_T1w.nii	2021-06-21T18:28:17.535000
anat/sub-0521_T2w.nii	2021-06-21T18:35:06.900000
