filename	acq_time
fmap/sub-0811_magnitude1.nii	2021-06-28T15:10:29.120000
fmap/sub-0811_magnitude2.nii	2021-06-28T15:10:29.120000
fmap/sub-0811_phasediff.nii	2021-06-28T15:10:29.120000
func/sub-0811_task-soc21gng_bold.nii	2021-06-28T15:15:50.102500
func/sub-0811_task-rest_bold.nii	2021-06-28T15:29:26.217500
anat/sub-0811_T1w.nii	2021-06-28T15:37:25.337500
anat/sub-0811_T2w.nii	2021-06-28T15:44:13.702500
