onset	duration	sample	value	gid	imageid	buttonpressduration	reactiontime	imagecategory	cameradistance	imagelocation	imageclutter	luminance	tgtorientation	tgtocclusion	tgtcontrast	tgtsize	tgtdistfromcenter	numberoftargets	numberofclasses
328.8291015625	n/a	336722	13220	1957	21117	0.0	0.0	6	1	1	2	191.249023	0	0	0	0.0	0.0	0	0
329.0126953125	n/a	336910	13210	2165	21346	0.0	0.0	6	3	1	2	128.524645	0	0	0	0.0	0.0	0	0
329.1962890625	n/a	337098	13210	1278	20351	0.0	0.0	6	3	1	2	151.907045	0	0	0	0.0	0.0	0	0
329.3798828125	n/a	337286	13210	1111	20155	0.0	0.0	6	1	1	2	130.792973	0	0	0	0.0	0.0	0	0
329.47265625	n/a	337381	21121	1957	21117	0.0	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
329.5634765625	n/a	337474	13210	1522	20634	0.0	0.0	6	1	1	3	64.486833	0	0	0	0.0	0.0	0	0
329.7470703125	n/a	337662	13210	2539	21747	0.0	0.0	6	2	1	2	140.11952	0	0	0	0.0	0.0	0	0
329.7529296875	n/a	337668	21122	0	0	0.2802734375	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
329.9306640625	n/a	337850	13210	1814	20950	0.0	0.0	6	3	1	3	98.520446	0	0	0	0.0	0.0	0	0
330.1142578125	n/a	338038	13210	2198	21379	0.0	0.0	6	3	1	3	80.248814	0	0	0	0.0	0.0	0	0
330.298828125	n/a	338227	13210	1769	20901	0.0	0.0	6	2	1	2	102.074721	0	0	0	0.0	0.0	0	0
330.482421875	n/a	338415	13210	2082	21260	0.0	0.0	6	3	1	3	89.251717	0	0	0	0.0	0.0	0	0
330.666015625	n/a	338603	13210	1984	21149	0.0	0.0	6	1	1	2	79.993103	0	0	0	0.0	0.0	0	0
330.849609375	n/a	338791	13210	1922	21076	0.0	0.0	6	3	2	3	143.496497	0	0	0	0.0	0.0	0	0
331.033203125	n/a	338979	13210	1589	20705	0.0	0.0	6	1	1	2	113.505572	0	0	0	0.0	0.0	0	0
331.216796875	n/a	339167	13110	8371	11099	0.0	0.0	2	1	1	2	116.243539	0	1	2	0.205512	121.708669	2	2
331.400390625	n/a	339355	13210	2080	21258	0.0	0.0	6	3	1	2	98.329867	0	0	0	0.0	0.0	0	0
331.583984375	n/a	339543	13210	1226	20295	0.0	0.0	6	2	2	1	133.729362	0	0	0	0.0	0.0	0	0
331.767578125	n/a	339731	13210	1827	20965	0.0	0.0	6	1	1	2	158.781936	0	0	0	0.0	0.0	0	0
331.9482421875	n/a	339916	21131	8371	11099	0.0	0.7314453125	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
331.951171875	n/a	339919	13210	1680	20804	0.0	0.0	6	2	1	3	89.197323	0	0	0	0.0	0.0	0	0
332.134765625	n/a	340107	13210	2501	21708	0.0	0.0	6	1	1	1	87.593149	0	0	0	0.0	0.0	0	0
332.201171875	n/a	340175	21132	0	0	0.2529296875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
333.37109375	n/a	341373	13210	1471	20569	0.0	0.0	6	3	1	1	113.394585	0	0	0	0.0	0.0	0	0
333.5546875	n/a	341561	13210	1409	20498	0.0	0.0	6	3	2	2	144.206677	0	0	0	0.0	0.0	0	0
333.73828125	n/a	341749	13210	1248	20318	0.0	0.0	6	1	1	2	100.602721	0	0	0	0.0	0.0	0	0
333.921875	n/a	341937	13210	1985	21150	0.0	0.0	6	2	1	2	114.728057	0	0	0	0.0	0.0	0	0
334.10546875	n/a	342125	13210	1600	20716	0.0	0.0	6	3	1	3	73.933017	0	0	0	0.0	0.0	0	0
334.2890625	n/a	342313	13210	1362	20447	0.0	0.0	6	2	2	2	126.341598	0	0	0	0.0	0.0	0	0
334.47265625	n/a	342501	13210	1218	20284	0.0	0.0	6	1	2	2	134.44966	0	0	0	0.0	0.0	0	0
334.65625	n/a	342689	13210	1191	20253	0.0	0.0	6	2	1	2	46.989426	0	0	0	0.0	0.0	0	0
334.83984375	n/a	342877	13210	1717	20842	0.0	0.0	6	1	1	2	87.745234	0	0	0	0.0	0.0	0	0
335.0244140625	n/a	343066	13110	8421	11582	0.0	0.0	5	2	1	2	92.322444	45	1	2	0.297235	23.259407	1	1
335.2080078125	n/a	343254	13210	1802	20937	0.0	0.0	6	1	1	2	149.44805	0	0	0	0.0	0.0	0	0
335.3916015625	n/a	343442	13210	1422	20512	0.0	0.0	6	1	2	2	94.749635	0	0	0	0.0	0.0	0	0
335.4150390625	n/a	343466	21131	8421	11582	0.0	0.390625	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
335.5751953125	n/a	343630	13210	2191	21372	0.0	0.0	6	3	1	4	74.933643	0	0	0	0.0	0.0	0	0
335.708984375	n/a	343767	21132	0	0	0.2939453125	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
335.7587890625	n/a	343818	13210	1625	20743	0.0	0.0	6	2	1	3	116.310733	0	0	0	0.0	0.0	0	0
335.9423828125	n/a	344006	13210	1723	20848	0.0	0.0	6	2	1	2	170.638037	0	0	0	0.0	0.0	0	0
336.1259765625	n/a	344194	13210	2170	21351	0.0	0.0	6	2	1	2	130.201953	0	0	0	0.0	0.0	0	0
336.3095703125	n/a	344382	13210	1478	20576	0.0	0.0	6	1	2	3	64.752714	0	0	0	0.0	0.0	0	0
336.4931640625	n/a	344570	13210	1829	20967	0.0	0.0	6	2	1	2	115.045131	0	0	0	0.0	0.0	0	0
336.6767578125	n/a	344758	13210	2346	21539	0.0	0.0	6	1	1	2	166.554368	0	0	0	0.0	0.0	0	0
336.861328125	n/a	344947	13210	1909	21060	0.0	0.0	6	2	2	2	145.335783	0	0	0	0.0	0.0	0	0
337.044921875	n/a	345135	13210	1713	20838	0.0	0.0	6	1	1	1	192.617852	0	0	0	0.0	0.0	0	0
337.228515625	n/a	345323	13210	2139	21320	0.0	0.0	6	3	1	3	97.574327	0	0	0	0.0	0.0	0	0
337.412109375	n/a	345511	13210	1059	20081	0.0	0.0	6	1	2	2	123.261278	0	0	0	0.0	0.0	0	0
337.595703125	n/a	345699	13210	2217	21398	0.0	0.0	6	2	1	2	107.054506	0	0	0	0.0	0.0	0	0
337.779296875	n/a	345887	13210	2296	21486	0.0	0.0	6	3	1	2	124.658997	0	0	0	0.0	0.0	0	0
337.962890625	n/a	346075	13120	8048	10235	0.0	0.0	5	4	2	3	173.60964	0	2	2	0.009217	296.939388	2	2
338.146484375	n/a	346263	13210	1828	20966	0.0	0.0	6	1	1	2	125.589534	0	0	0	0.0	0.0	0	0
338.330078125	n/a	346451	13210	1235	20304	0.0	0.0	6	2	2	2	90.594513	0	0	0	0.0	0.0	0	0
338.513671875	n/a	346639	13210	1254	20324	0.0	0.0	6	1	1	1	146.140505	0	0	0	0.0	0.0	0	0
338.697265625	n/a	346827	13210	1568	20682	0.0	0.0	6	3	1	2	138.353101	0	0	0	0.0	0.0	0	0
338.8818359375	n/a	347016	13210	1258	20328	0.0	0.0	6	2	1	2	118.744162	0	0	0	0.0	0.0	0	0
339.0654296875	n/a	347204	13210	1159	20214	0.0	0.0	6	2	1	2	111.373453	0	0	0	0.0	0.0	0	0
339.2490234375	n/a	347392	13220	1562	20676	0.0	0.0	6	1	1	2	147.559335	0	0	0	0.0	0.0	0	0
339.4326171875	n/a	347580	13210	1611	20727	0.0	0.0	6	2	1	2	183.220257	0	0	0	0.0	0.0	0	0
339.6162109375	n/a	347768	13210	1313	20390	0.0	0.0	6	1	1	1	134.823922	0	0	0	0.0	0.0	0	0
