onset	duration	sample	value	gid	imageid	buttonpressduration	reactiontime	imagecategory	cameradistance	imagelocation	imageclutter	luminance	tgtorientation	tgtocclusion	tgtcontrast	tgtsize	tgtdistfromcenter	numberoftargets	numberofclasses
555.59375	n/a	568929	13210	1079	20115	0.0	0.0	6	2	1	2	99.557408	0	0	0	0.0	218.044407	0	0
555.77734375	n/a	569117	13210	1779	20913	0.0	0.0	6	1	1	3	137.86233	0	0	0	0.0	0.0	0	0
555.9619140625	n/a	569306	13210	1631	20754	0.0	0.0	6	2	1	3	133.830905	0	0	0	0.0	0.0	0	0
556.1455078125	n/a	569494	13210	2193	21374	0.0	0.0	6	1	1	2	125.589489	0	0	0	0.0	0.0	0	0
556.3291015625	n/a	569682	13210	2430	21629	0.0	0.0	6	3	1	2	106.677285	0	0	0	0.0	0.0	0	0
556.5126953125	n/a	569870	13210	1155	20208	0.0	0.0	6	4	1	3	39.935245	0	0	0	0.0	0.0	0	0
556.6962890625	n/a	570058	13210	2149	21330	0.0	0.0	6	3	1	2	119.910243	0	0	0	0.0	0.0	0	0
556.8798828125	n/a	570246	13210	2512	21720	0.0	0.0	6	2	1	2	117.747325	0	0	0	0.0	0.0	0	0
557.0634765625	n/a	570434	13210	1086	20124	0.0	0.0	6	4	2	3	157.244936	0	0	0	0.0	0.0	0	0
557.2470703125	n/a	570622	13210	1523	20635	0.0	0.0	6	1	1	3	74.229299	0	0	0	0.0	0.0	0	0
557.4306640625	n/a	570810	13210	2206	21387	0.0	0.0	6	1	1	3	136.37168	0	0	0	0.0	0.0	0	0
557.6142578125	n/a	570998	13210	1283	20356	0.0	0.0	6	2	1	3	145.494249	0	0	0	0.0	0.0	0	0
557.7978515625	n/a	571186	13210	2000	21168	0.0	0.0	6	2	1	2	54.072003	0	0	0	0.0	0.0	0	0
557.982421875	n/a	571375	13210	2145	21326	0.0	0.0	6	2	1	2	154.320752	0	0	0	0.0	0.0	0	0
558.166015625	n/a	571563	13210	1576	20691	0.0	0.0	6	2	1	1	148.028317	0	0	0	0.0	0.0	0	0
558.349609375	n/a	571751	13210	2034	21209	0.0	0.0	6	2	1	3	120.46013	0	0	0	0.0	0.0	0	0
558.533203125	n/a	571939	13210	1883	21029	0.0	0.0	6	1	1	3	99.84202	0	0	0	0.0	0.0	0	0
558.716796875	n/a	572127	13110	8137	10518	0.0	0.0	5	2	2	2	100.116488	45	1	2	0.060119	39.560081	2	2
558.900390625	n/a	572315	13120	8354	11052	0.0	0.0	5	3	1	2	140.537914	0	2	3	0.068395	39.115214	2	1
559.337890625	n/a	572763	21131	8137	10518	0.0	0.62109375	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
559.521484375	n/a	572951	21132	0	0	0.18359375	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
560.1357421875	n/a	573580	13210	2085	21263	0.0	0.0	6	2	1	2	67.894876	0	0	0	0.0	0.0	0	0
560.3193359375	n/a	573768	13110	8170	10596	0.0	0.0	5	2	2	2	108.474439	0	2	1	0.386155	76.537572	1	1
560.50390625	n/a	573957	13210	1601	20717	0.0	0.0	6	2	1	2	59.145318	0	0	0	0.0	0.0	0	0
560.6875	n/a	574145	13210	1267	20340	0.0	0.0	6	1	1	2	159.216976	0	0	0	0.0	0.0	0	0
560.85546875	n/a	574317	21131	8170	10596	0.0	0.5361328125	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
560.87109375	n/a	574333	13210	2207	21388	0.0	0.0	6	1	1	3	136.449521	0	0	0	0.0	0.0	0	0
561.0517578125	n/a	574518	21132	0	0	0.1962890625	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
561.0546875	n/a	574521	13210	2278	21467	0.0	0.0	6	3	1	2	179.457017	0	0	0	0.0	0.0	0	0
561.23828125	n/a	574709	13210	1913	21066	0.0	0.0	6	3	2	3	147.94263	0	0	0	0.0	0.0	0	0
561.421875	n/a	574897	13210	1503	20613	0.0	0.0	6	2	1	2	152.472996	0	0	0	0.0	0.0	0	0
561.60546875	n/a	575085	13210	2241	21422	0.0	0.0	6	1	1	2	106.906979	0	0	0	0.0	0.0	0	0
561.7890625	n/a	575273	13210	1773	20905	0.0	0.0	6	1	1	2	118.377108	0	0	0	0.0	0.0	0	0
561.97265625	n/a	575461	13210	1632	20755	0.0	0.0	6	2	1	2	126.867828	0	0	0	0.0	0.0	0	0
562.15625	n/a	575649	13210	1691	20815	0.0	0.0	6	2	1	3	124.902651	0	0	0	0.0	0.0	0	0
562.33984375	n/a	575837	13210	1977	21140	0.0	0.0	6	2	1	2	138.272009	0	0	0	0.0	0.0	0	0
562.5244140625	n/a	576026	13210	2280	21469	0.0	0.0	6	3	1	2	144.88598	0	0	0	0.0	0.0	0	0
562.7080078125	n/a	576214	13210	1161	20216	0.0	0.0	6	3	1	2	151.228025	0	0	0	0.0	0.0	0	0
562.8916015625	n/a	576402	13210	2281	21470	0.0	0.0	6	2	1	3	121.713761	0	0	0	0.0	0.0	0	0
563.0751953125	n/a	576590	13210	1846	20984	0.0	0.0	6	1	1	2	115.469467	0	0	0	0.0	0.0	0	0
563.2587890625	n/a	576778	13120	8012	10038	0.0	0.0	5	3	1	2	133.898621	0	3	2	0.052602	136.9708	1	1
563.4423828125	n/a	576966	13210	2319	21509	0.0	0.0	6	1	1	2	130.391804	0	0	0	0.0	0.0	0	0
563.6259765625	n/a	577154	13210	1014	20019	0.0	0.0	6	2	1	1	148.304186	0	0	0	0.0	218.044407	0	0
563.8095703125	n/a	577342	13210	2483	21690	0.0	0.0	6	3	1	2	71.871797	0	0	0	0.0	0.0	0	0
563.9931640625	n/a	577530	13210	2413	21612	0.0	0.0	6	1	1	2	124.43728	0	0	0	0.0	0.0	0	0
564.1767578125	n/a	577718	13210	1664	20788	0.0	0.0	6	3	1	2	131.510812	0	0	0	0.0	0.0	0	0
564.3603515625	n/a	577906	13210	1882	21025	0.0	0.0	6	1	1	3	62.676657	0	0	0	0.0	0.0	0	0
564.544921875	n/a	578095	13210	1274	20347	0.0	0.0	6	2	1	2	184.27464	0	0	0	0.0	0.0	0	0
564.728515625	n/a	578283	13110	8106	10443	0.0	0.0	5	1	1	1	104.151771	45	1	2	0.295509	32.449961	1	1
564.912109375	n/a	578471	13210	1232	20301	0.0	0.0	6	2	2	2	109.869184	0	0	0	0.0	0.0	0	0
565.095703125	n/a	578659	13120	8050	10246	0.0	0.0	2	2	1	3	124.816818	45	1	3	0.169845	105.650367	2	2
565.2021484375	n/a	578768	21131	8106	10443	0.0	0.4736328125	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
565.279296875	n/a	578847	13210	1665	20789	0.0	0.0	6	3	1	3	124.97318	0	0	0	0.0	0.0	0	0
565.375	n/a	578945	21132	0	0	0.1728515625	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
565.462890625	n/a	579035	13210	1813	20949	0.0	0.0	6	2	1	1	94.423574	0	0	0	0.0	0.0	0	0
565.646484375	n/a	579223	13210	2232	21413	0.0	0.0	6	1	1	2	97.889335	0	0	0	0.0	0.0	0	0
565.830078125	n/a	579411	13210	1748	20876	0.0	0.0	6	2	1	2	108.474789	0	0	0	0.0	0.0	0	0
566.013671875	n/a	579599	13210	2239	21420	0.0	0.0	6	3	1	3	130.684217	0	0	0	0.0	0.0	0	0
566.197265625	n/a	579787	13210	1449	20545	0.0	0.0	6	1	1	2	19.958707	0	0	0	0.0	0.0	0	0
566.380859375	n/a	579975	13210	2128	21309	0.0	0.0	6	1	1	3	134.961047	0	0	0	0.0	0.0	0	0
566.5654296875	n/a	580164	13210	1458	20555	0.0	0.0	6	3	1	3	224.446417	0	0	0	0.0	0.0	0	0
566.7490234375	n/a	580352	13210	1649	20772	0.0	0.0	6	2	1	2	122.507605	0	0	0	0.0	0.0	0	0
566.9326171875	n/a	580540	13210	2127	21308	0.0	0.0	6	1	1	2	175.861399	0	0	0	0.0	0.0	0	0
567.1162109375	n/a	580728	13210	1265	20338	0.0	0.0	6	1	1	3	126.772808	0	0	0	0.0	0.0	0	0
567.2998046875	n/a	580916	13210	1893	21041	0.0	0.0	6	2	2	2	122.048681	0	0	0	0.0	0.0	0	0
567.4833984375	n/a	581104	13210	2341	21534	0.0	0.0	6	3	1	3	133.366883	0	0	0	0.0	0.0	0	0
567.6669921875	n/a	581292	13210	2234	21415	0.0	0.0	6	2	1	2	75.580459	0	0	0	0.0	0.0	0	0
567.8505859375	n/a	581480	13210	1852	20990	0.0	0.0	6	1	1	3	81.968027	0	0	0	0.0	0.0	0	0
568.0341796875	n/a	581668	13210	2063	21241	0.0	0.0	6	1	1	2	118.919679	0	0	0	0.0	0.0	0	0
568.2177734375	n/a	581856	13110	8057	10268	0.0	0.0	2	2	1	2	128.338957	0	1	3	0.045872	208.038458	3	2
568.4013671875	n/a	582044	13210	2262	21447	0.0	0.0	6	2	1	1	153.361914	0	0	0	0.0	0.0	0	0
568.5859375	n/a	582233	13120	8225	10695	0.0	0.0	5	2	1	2	122.222751	90	2	2	0.272567	175.045708	1	1
568.76953125	n/a	582421	13210	1793	20928	0.0	0.0	6	2	1	2	103.918225	0	0	0	0.0	0.0	0	0
568.953125	n/a	582609	13210	2520	21728	0.0	0.0	6	2	1	2	145.508645	0	0	0	0.0	0.0	0	0
569.13671875	n/a	582797	13210	2235	21416	0.0	0.0	6	3	1	3	102.869623	0	0	0	0.0	0.0	0	0
569.1767578125	n/a	582838	21131	8057	10268	0.0	0.958984375	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
569.3203125	n/a	582985	13210	2317	21507	0.0	0.0	6	2	1	2	95.947516	0	0	0	0.0	0.0	0	0
569.375	n/a	583041	21132	0	0	0.1982421875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
569.50390625	n/a	583173	13210	2348	21541	0.0	0.0	6	3	1	2	136.683467	0	0	0	0.0	0.0	0	0
569.6875	n/a	583361	13210	1162	20217	0.0	0.0	6	2	1	2	124.567489	0	0	0	0.0	0.0	0	0
569.87109375	n/a	583549	13210	2522	21730	0.0	0.0	6	1	1	2	138.580542	0	0	0	0.0	0.0	0	0
570.0546875	n/a	583737	13210	1953	21113	0.0	0.0	6	3	1	3	80.546559	0	0	0	0.0	0.0	0	0
570.23828125	n/a	583925	13210	1354	20438	0.0	0.0	6	3	2	2	182.361911	0	0	0	0.0	0.0	0	0
571.474609375	n/a	585191	13210	1634	20757	0.0	0.0	6	1	1	2	106.703357	0	0	0	0.0	0.0	0	0
571.658203125	n/a	585379	13210	2020	21194	0.0	0.0	6	1	1	2	159.876177	0	0	0	0.0	0.0	0	0
571.841796875	n/a	585567	13120	8386	11142	0.0	0.0	5	3	1	3	72.554173	90	4	2	0.004664	305.491407	1	1
572.025390625	n/a	585755	13210	1709	20834	0.0	0.0	6	2	1	2	153.221282	0	0	0	0.0	0.0	0	0
572.208984375	n/a	585943	13210	1322	20399	0.0	0.0	6	3	1	2	117.762958	0	0	0	0.0	0.0	0	0
572.392578125	n/a	586131	13120	8252	10736	0.0	0.0	5	3	1	2	110.497482	0	2	2	0.147903	230.601388	1	1
572.576171875	n/a	586319	13210	1347	20425	0.0	0.0	6	1	1	1	162.814569	0	0	0	0.0	0.0	0	0
572.759765625	n/a	586507	13210	2061	21239	0.0	0.0	6	3	1	3	48.024822	0	0	0	0.0	0.0	0	0
572.943359375	n/a	586695	13210	2036	21211	0.0	0.0	6	2	1	2	133.590948	0	0	0	0.0	0.0	0	0
573.1279296875	n/a	586884	13210	2086	21264	0.0	0.0	6	2	1	3	140.621348	0	0	0	0.0	0.0	0	0
573.3115234375	n/a	587072	13210	1853	20992	0.0	0.0	6	1	1	3	65.148448	0	0	0	0.0	0.0	0	0
573.4951171875	n/a	587260	13210	1469	20567	0.0	0.0	6	2	1	2	54.798166	0	0	0	0.0	0.0	0	0
573.6787109375	n/a	587448	13210	2384	21580	0.0	0.0	6	2	1	1	179.259114	0	0	0	0.0	0.0	0	0
573.8623046875	n/a	587636	13210	2001	21169	0.0	0.0	6	2	1	2	128.143453	0	0	0	0.0	0.0	0	0
574.0458984375	n/a	587824	13210	1241	20311	0.0	0.0	6	2	2	2	144.375804	0	0	0	0.0	0.0	0	0
574.2294921875	n/a	588012	13210	1385	20474	0.0	0.0	6	2	2	1	164.685441	0	0	0	0.0	0.0	0	0
574.4130859375	n/a	588200	13210	1508	20618	0.0	0.0	6	3	1	3	88.047164	0	0	0	0.0	0.0	0	0
574.5966796875	n/a	588388	13210	1803	20938	0.0	0.0	6	2	1	2	152.426964	0	0	0	0.0	0.0	0	0
574.7802734375	n/a	588576	13210	1169	20227	0.0	0.0	6	1	1	2	44.772114	0	0	0	0.0	0.0	0	0
574.9638671875	n/a	588764	13110	8059	10272	0.0	0.0	5	3	1	2	118.981104	0	1	3	0.167848	24.166092	1	1
575.1484375	n/a	588953	13210	1067	20093	0.0	0.0	6	1	1	2	115.566244	0	0	0	0.0	0.0	0	0
575.33203125	n/a	589141	13210	2021	21195	0.0	0.0	6	1	1	2	100.663011	0	0	0	0.0	0.0	0	0
575.515625	n/a	589329	13210	2038	21213	0.0	0.0	6	2	1	3	173.248095	0	0	0	0.0	0.0	0	0
575.5263671875	n/a	589340	21131	8059	10272	0.0	0.5625	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
575.69921875	n/a	589517	13210	1885	21033	0.0	0.0	6	1	1	3	112.5698	0	0	0	0.0	0.0	0	0
575.7138671875	n/a	589532	21132	0	0	0.1875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
575.8828125	n/a	589705	13210	1676	20800	0.0	0.0	6	3	1	3	125.727497	0	0	0	0.0	0.0	0	0
576.06640625	n/a	589893	13210	2464	21667	0.0	0.0	6	3	1	3	73.995682	0	0	0	0.0	0.0	0	0
576.25	n/a	590081	13210	2125	21306	0.0	0.0	6	1	1	1	121.35935	0	0	0	0.0	0.0	0	0
576.43359375	n/a	590269	13210	1008	20010	0.0	0.0	6	4	2	3	187.493423	0	0	0	0.0	218.044407	0	0
576.6171875	n/a	590457	13210	2282	21472	0.0	0.0	6	2	1	2	80.17606	0	0	0	0.0	0.0	0	0
576.80078125	n/a	590645	13210	2550	21758	0.0	0.0	6	3	1	2	100.888346	0	0	0	0.0	0.0	0	0
576.984375	n/a	590833	13210	1954	21114	0.0	0.0	6	2	1	2	154.720445	0	0	0	0.0	0.0	0	0
577.1689453125	n/a	591022	13210	1092	20130	0.0	0.0	6	3	1	1	150.401467	0	0	0	0.0	0.0	0	0
577.3525390625	n/a	591210	13210	1438	20532	0.0	0.0	6	2	2	3	43.406101	0	0	0	0.0	0.0	0	0
577.5361328125	n/a	591398	13210	1558	20672	0.0	0.0	6	1	1	2	80.757742	0	0	0	0.0	0.0	0	0
577.7197265625	n/a	591586	13210	1077	20113	0.0	0.0	6	2	1	3	70.458925	0	0	0	0.0	0.0	0	0
577.9033203125	n/a	591774	13210	1564	20678	0.0	0.0	6	2	1	2	134.007475	0	0	0	0.0	0.0	0	0
578.0869140625	n/a	591962	13210	1760	20889	0.0	0.0	6	4	2	3	111.431573	0	0	0	0.0	0.0	0	0
578.2705078125	n/a	592150	13210	2237	21418	0.0	0.0	6	2	1	3	84.675328	0	0	0	0.0	0.0	0	0
578.4541015625	n/a	592338	13210	2524	21732	0.0	0.0	6	3	1	3	152.274971	0	0	0	0.0	0.0	0	0
578.6376953125	n/a	592526	13220	1826	20964	0.0	0.0	6	3	1	2	125.974791	0	0	0	0.0	0.0	0	0
578.8212890625	n/a	592714	13210	2419	21618	0.0	0.0	6	3	1	3	115.042783	0	0	0	0.0	0.0	0	0
579.0048828125	n/a	592902	13210	1914	21067	0.0	0.0	6	2	2	2	209.485485	0	0	0	0.0	0.0	0	0
579.189453125	n/a	593091	13210	2240	21421	0.0	0.0	6	1	1	2	102.453912	0	0	0	0.0	0.0	0	0
579.259765625	n/a	593163	21121	1826	20964	0.0	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
579.373046875	n/a	593279	13210	1266	20339	0.0	0.0	6	1	1	3	109.998389	0	0	0	0.0	0.0	0	0
579.4892578125	n/a	593398	21122	0	0	0.2294921875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
579.556640625	n/a	593467	13120	8272	10816	0.0	0.0	5	2	2	2	175.246816	0	3	1	0.392531	135.830777	2	1
579.740234375	n/a	593655	13210	1915	21069	0.0	0.0	6	3	2	3	160.12313	0	0	0	0.0	0.0	0	0
579.923828125	n/a	593843	13210	1749	20877	0.0	0.0	6	2	1	2	83.472265	0	0	0	0.0	0.0	0	0
580.107421875	n/a	594031	13210	2388	21584	0.0	0.0	6	1	1	3	73.948185	0	0	0	0.0	0.0	0	0
580.291015625	n/a	594219	13210	2380	21576	0.0	0.0	6	2	1	2	122.611378	0	0	0	0.0	0.0	0	0
580.474609375	n/a	594407	13210	1586	20702	0.0	0.0	6	3	1	3	108.141868	0	0	0	0.0	0.0	0	0
580.658203125	n/a	594595	13210	1200	20264	0.0	0.0	6	3	2	2	168.15131	0	0	0	0.0	0.0	0	0
580.841796875	n/a	594783	13210	2242	21423	0.0	0.0	6	1	1	2	107.161946	0	0	0	0.0	0.0	0	0
581.025390625	n/a	594971	13120	8301	10944	0.0	0.0	5	3	1	3	97.924408	0	3	2	0.029654	105.801701	2	2
581.2099609375	n/a	595160	13210	1712	20837	0.0	0.0	6	3	1	2	97.782281	0	0	0	0.0	0.0	0	0
581.3935546875	n/a	595348	13210	1473	20571	0.0	0.0	6	2	1	2	86.630773	0	0	0	0.0	0.0	0	0
581.5771484375	n/a	595536	13210	2088	21266	0.0	0.0	6	1	1	2	140.262495	0	0	0	0.0	0.0	0	0
582.8125	n/a	596801	13210	2243	21424	0.0	0.0	6	1	1	2	138.713852	0	0	0	0.0	0.0	0	0
582.99609375	n/a	596989	13210	1062	20087	0.0	0.0	6	3	2	3	96.566305	0	0	0	0.0	0.0	0	0
583.1796875	n/a	597177	13210	1973	21135	0.0	0.0	6	2	1	2	78.966768	0	0	0	0.0	0.0	0	0
583.36328125	n/a	597365	13210	2039	21216	0.0	0.0	6	2	1	2	120.464483	0	0	0	0.0	0.0	0	0
583.546875	n/a	597553	13210	1163	20218	0.0	0.0	6	2	1	2	138.166375	0	0	0	0.0	0.0	0	0
583.7314453125	n/a	597742	13210	1340	20418	0.0	0.0	6	2	1	1	113.919747	0	0	0	0.0	0.0	0	0
583.9150390625	n/a	597930	13210	1991	21156	0.0	0.0	6	2	1	2	114.311116	0	0	0	0.0	0.0	0	0
584.0986328125	n/a	598118	13210	2244	21425	0.0	0.0	6	1	1	2	92.702147	0	0	0	0.0	0.0	0	0
584.2822265625	n/a	598306	13210	2311	21501	0.0	0.0	6	2	1	2	122.574449	0	0	0	0.0	0.0	0	0
584.4658203125	n/a	598494	13210	1170	20228	0.0	0.0	6	1	1	1	176.457847	0	0	0	0.0	0.0	0	0
584.6494140625	n/a	598682	13210	1886	21034	0.0	0.0	6	3	1	2	123.353354	0	0	0	0.0	0.0	0	0
584.8330078125	n/a	598870	13210	2245	21427	0.0	0.0	6	2	1	2	110.916689	0	0	0	0.0	0.0	0	0
585.0166015625	n/a	599058	13110	8290	10901	0.0	0.0	4	3	1	2	120.888356	0	2	2	0.022712	198.365824	2	2
585.2001953125	n/a	599246	13210	1382	20471	0.0	0.0	6	3	2	2	149.1696	0	0	0	0.0	0.0	0	0
585.3837890625	n/a	599434	13210	1543	20655	0.0	0.0	6	3	1	2	185.931552	0	0	0	0.0	0.0	0	0
585.5673828125	n/a	599622	13210	2484	21691	0.0	0.0	6	1	1	3	24.310291	0	0	0	0.0	0.0	0	0
585.6650390625	n/a	599722	21131	8290	10901	0.0	0.6484375	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
585.751953125	n/a	599811	13210	2042	21219	0.0	0.0	6	1	1	1	24.158684	0	0	0	0.0	0.0	0	0
585.8671875	n/a	599929	21132	0	0	0.2021484375	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
585.935546875	n/a	599999	13110	8291	10913	0.0	0.0	5	2	1	2	114.206613	0	2	3	0.328582	9.433981	1	1
586.119140625	n/a	600187	13210	2248	21431	0.0	0.0	6	3	1	2	36.332303	0	0	0	0.0	0.0	0	0
586.302734375	n/a	600375	13210	1474	20572	0.0	0.0	6	2	2	2	102.214209	0	0	0	0.0	0.0	0	0
586.4716796875	n/a	600548	21131	8291	10913	0.0	0.5361328125	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
586.486328125	n/a	600563	13210	1801	20936	0.0	0.0	6	1	1	3	152.048824	0	0	0	0.0	0.0	0	0
586.6650390625	n/a	600746	21132	0	0	0.193359375	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
586.669921875	n/a	600751	13210	1054	20075	0.0	0.0	6	2	1	2	97.90887	0	0	0	0.0	0.0	0	0
586.853515625	n/a	600939	13210	1934	21093	0.0	0.0	6	3	2	2	118.502592	0	0	0	0.0	0.0	0	0
587.037109375	n/a	601127	13210	1817	20955	0.0	0.0	6	2	1	2	130.938997	0	0	0	0.0	0.0	0	0
587.220703125	n/a	601315	13210	2258	21443	0.0	0.0	6	2	1	2	133.860585	0	0	0	0.0	0.0	0	0
587.404296875	n/a	601503	13120	8230	10702	0.0	0.0	5	3	1	2	113.353801	0	3	2	0.110473	281.923749	1	1
587.587890625	n/a	601691	13210	1165	20223	0.0	0.0	6	1	1	2	101.861523	0	0	0	0.0	0.0	0	0
587.7724609375	n/a	601880	13120	8325	10997	0.0	0.0	2	2	1	2	125.505937	45	2	2	0.138483	177.721693	2	2
587.9560546875	n/a	602068	13210	2397	21595	0.0	0.0	6	1	1	2	121.584094	0	0	0	0.0	0.0	0	0
588.1396484375	n/a	602256	13210	2326	21516	0.0	0.0	6	1	1	2	110.259082	0	0	0	0.0	0.0	0	0
588.3232421875	n/a	602444	13210	1635	20758	0.0	0.0	6	1	1	3	220.278644	0	0	0	0.0	0.0	0	0
588.5068359375	n/a	602632	13210	2548	21756	0.0	0.0	6	3	1	2	164.052977	0	0	0	0.0	0.0	0	0
588.6904296875	n/a	602820	13210	1514	20626	0.0	0.0	6	1	1	2	155.914752	0	0	0	0.0	0.0	0	0
588.8740234375	n/a	603008	13210	1417	20507	0.0	0.0	6	3	2	2	139.816093	0	0	0	0.0	0.0	0	0
589.0576171875	n/a	603196	13210	1275	20348	0.0	0.0	6	1	1	2	86.571618	0	0	0	0.0	0.0	0	0
589.2412109375	n/a	603384	13210	1833	20971	0.0	0.0	6	2	1	2	99.528047	0	0	0	0.0	0.0	0	0
589.4248046875	n/a	603572	13120	8298	10932	0.0	0.0	5	3	1	4	106.718162	0	1	1	0.034268	122.065556	2	2
589.6083984375	n/a	603760	13210	1636	20759	0.0	0.0	6	2	1	2	147.866416	0	0	0	0.0	0.0	0	0
589.79296875	n/a	603949	13210	1567	20681	0.0	0.0	6	2	1	2	108.658791	0	0	0	0.0	0.0	0	0
589.9765625	n/a	604137	13210	2089	21267	0.0	0.0	6	3	1	2	161.987936	0	0	0	0.0	0.0	0	0
590.16015625	n/a	604325	13210	1820	20958	0.0	0.0	6	2	1	2	141.31876	0	0	0	0.0	0.0	0	0
590.34375	n/a	604513	13120	8140	10524	0.0	0.0	5	2	1	1	104.836278	45	2	2	0.398284	73.498299	1	1
590.52734375	n/a	604701	13210	2518	21726	0.0	0.0	6	1	1	2	99.318703	0	0	0	0.0	0.0	0	0
590.7109375	n/a	604889	13210	1808	20944	0.0	0.0	6	1	1	3	77.063508	0	0	0	0.0	0.0	0	0
590.89453125	n/a	605077	13110	8095	10417	0.0	0.0	5	3	2	3	70.116651	45	2	3	0.031344	141.792101	2	2
591.078125	n/a	605265	13120	8388	11153	0.0	0.0	5	3	1	3	115.924715	0	2	2	0.189716	218.600091	2	2
591.26171875	n/a	605453	13210	1323	20400	0.0	0.0	6	2	1	2	56.47903	0	0	0	0.0	0.0	0	0
591.4453125	n/a	605641	13210	1509	20621	0.0	0.0	6	3	1	2	87.097477	0	0	0	0.0	0.0	0	0
591.62890625	n/a	605829	13210	1764	20893	0.0	0.0	6	2	1	2	181.389912	0	0	0	0.0	0.0	0	0
591.8134765625	n/a	606018	13210	1326	20403	0.0	0.0	6	2	1	2	166.780125	0	0	0	0.0	0.0	0	0
591.87109375	n/a	606077	21131	8095	10417	0.0	0.9765625	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
591.9970703125	n/a	606206	13210	1650	20773	0.0	0.0	6	2	1	2	180.122675	0	0	0	0.0	0.0	0	0
592.1005859375	n/a	606312	21132	0	0	0.2294921875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
592.1806640625	n/a	606394	13210	2100	21280	0.0	0.0	6	2	1	2	141.679566	0	0	0	0.0	0.0	0	0
592.3642578125	n/a	606582	13210	1752	20880	0.0	0.0	6	1	1	2	64.891043	0	0	0	0.0	0.0	0	0
592.5478515625	n/a	606770	13210	2549	21757	0.0	0.0	6	2	1	2	73.464444	0	0	0	0.0	0.0	0	0
592.7314453125	n/a	606958	13210	1753	20882	0.0	0.0	6	1	1	2	43.613317	0	0	0	0.0	0.0	0	0
592.9150390625	n/a	607146	13210	2053	21230	0.0	0.0	6	2	1	1	115.576369	0	0	0	0.0	0.0	0	0
594.150390625	n/a	608411	13210	2259	21444	0.0	0.0	6	2	1	2	111.727569	0	0	0	0.0	0.0	0	0
594.3349609375	n/a	608600	13210	1098	20137	0.0	0.0	6	2	1	3	124.407896	0	0	0	0.0	0.0	0	0
594.5185546875	n/a	608788	13210	1018	20024	0.0	0.0	6	2	1	3	81.884642	0	0	0	0.0	0.0	0	0
594.7021484375	n/a	608976	13210	2376	21572	0.0	0.0	6	3	1	2	144.39999	0	0	0	0.0	0.0	0	0
594.8857421875	n/a	609164	13210	1479	20577	0.0	0.0	6	2	2	2	151.675169	0	0	0	0.0	0.0	0	0
595.0693359375	n/a	609352	13210	2508	21716	0.0	0.0	6	2	1	2	143.987094	0	0	0	0.0	0.0	0	0
595.2529296875	n/a	609540	13210	1100	20139	0.0	0.0	6	1	1	2	129.546667	0	0	0	0.0	0.0	0	0
595.4365234375	n/a	609728	13210	1269	20342	0.0	0.0	6	5	2	3	172.901101	0	0	0	0.0	0.0	0	0
595.6201171875	n/a	609916	13210	2493	21700	0.0	0.0	6	1	1	2	136.367705	0	0	0	0.0	0.0	0	0
595.8037109375	n/a	610104	13210	1418	20508	0.0	0.0	6	3	2	2	156.313784	0	0	0	0.0	0.0	0	0
595.9873046875	n/a	610292	13210	1834	20972	0.0	0.0	6	2	1	2	133.563365	0	0	0	0.0	0.0	0	0
596.1708984375	n/a	610480	13120	8093	10414	0.0	0.0	5	3	2	2	124.083717	0	1	1	0.044187	112.178429	1	1
596.35546875	n/a	610669	13210	1482	20580	0.0	0.0	6	2	1	2	138.144939	0	0	0	0.0	0.0	0	0
596.5390625	n/a	610857	13210	2152	21333	0.0	0.0	6	2	1	1	66.951923	0	0	0	0.0	0.0	0	0
596.72265625	n/a	611045	13210	2519	21727	0.0	0.0	6	1	1	2	77.542521	0	0	0	0.0	0.0	0	0
596.90625	n/a	611233	13120	8270	10812	0.0	0.0	5	2	2	2	193.100953	45	2	1	0.15099	145.660564	1	1
597.08984375	n/a	611421	13210	1521	20633	0.0	0.0	6	3	1	3	49.877992	0	0	0	0.0	0.0	0	0
597.2734375	n/a	611609	13210	1809	20945	0.0	0.0	6	1	1	2	115.5625	0	0	0	0.0	0.0	0	0
597.45703125	n/a	611797	13210	1854	20993	0.0	0.0	6	1	1	2	98.692498	0	0	0	0.0	0.0	0	0
597.640625	n/a	611985	13210	2494	21701	0.0	0.0	6	1	1	2	147.919718	0	0	0	0.0	0.0	0	0
