onset	duration	sample	sub_block	trial	focus_modality	event_type	attention_status	task_role	condition	event_code	cond_code
3.8795447307	n/a	971	1	0	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
4.299495449	n/a	1076	1	1	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
4.6714517995	n/a	1169	1	2	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
5.3713696632	n/a	1344	1	3	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
6.1552776707	n/a	1540	1	4	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
6.6472199407	n/a	1663	1	5	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
7.1511608026	n/a	1789	1	6	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
7.5311162144	n/a	1884	1	7	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
7.7510904001	n/a	1939	1	8	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
8.095050036	n/a	2025	1	8	auditory	button_press	n/a	target_detected	attend_auditory	201	1
8.2510317314	n/a	2064	1	9	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
8.519000285	n/a	2131	2	9	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
8.9749467791	n/a	2245	2	10	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
9.3709003135	n/a	2344	2	11	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
10.0428214627	n/a	2512	2	12	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
10.4347754664	n/a	2610	2	13	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
11.2266825352	n/a	2808	2	14	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
11.4706539048	n/a	2869	2	15	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
11.7186248051	n/a	2931	2	16	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
12.1945689525	n/a	3050	2	17	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
12.5705248336	n/a	3144	2	18	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
12.9824764906	n/a	3247	2	19	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
13.2304473909	n/a	3309	2	20	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
13.5224131284	n/a	3382	3	20	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
13.870372295	n/a	3469	3	21	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
14.3463164423	n/a	3588	3	22	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
14.750269038	n/a	3689	3	22	auditory	button_press	n/a	target_detected	attend_auditory	201	1
14.7782657526	n/a	3696	3	23	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
15.07023149	n/a	3769	3	24	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
15.5821714132	n/a	3897	3	25	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
15.8621385588	n/a	3967	3	26	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
16.2380944399	n/a	4061	3	27	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
16.5140620547	n/a	4130	3	28	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
16.9860066715	n/a	4248	3	29	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
16.9980052634	n/a	4251	3	29	auditory	button_press	n/a	target_detected	attend_auditory	201	1
17.1939822653	n/a	4300	4	29	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
17.6019343916	n/a	4402	4	30	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
17.905898721	n/a	4478	4	31	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
18.2778550715	n/a	4571	4	32	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
18.7497996882	n/a	4689	4	32	auditory	button_press	n/a	target_detected	attend_auditory	201	1
19.0257673031	n/a	4758	4	33	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
19.4697152053	n/a	4869	4	34	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
19.7536818814	n/a	4940	4	35	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
20.353611479	n/a	5090	4	36	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
21.0695274653	n/a	5269	4	37	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
21.7694453291	n/a	5444	5	37	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
22.1174044957	n/a	5531	5	38	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
22.8893139112	n/a	5724	5	39	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
23.5572355298	n/a	5891	5	40	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
23.7892083075	n/a	5949	5	41	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
24.3051477614	n/a	6078	5	42	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
24.6211106827	n/a	6157	5	43	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
25.1530482592	n/a	6290	5	44	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
25.7929731632	n/a	6450	5	45	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
26.3129121478	n/a	6580	5	46	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
27.1128182778	n/a	6780	5	47	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
27.8607305094	n/a	6967	5	48	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
28.1246995323	n/a	7033	5	49	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
28.6166418023	n/a	7156	5	50	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
28.8766112946	n/a	7221	6	50	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
29.3125601354	n/a	7330	6	51	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
29.6045258729	n/a	7403	6	52	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
29.9524850395	n/a	7490	6	53	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
30.5284174531	n/a	7634	6	54	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
30.7963860067	n/a	7701	6	55	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
31.2083376636	n/a	7804	6	55	auditory	button_press	n/a	target_detected	attend_auditory	201	1
31.2163367249	n/a	7806	6	56	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
31.5962921367	n/a	7901	6	57	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
32.2162193875	n/a	8056	6	58	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
32.7441574333	n/a	8188	6	59	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
33.4960691956	n/a	8376	6	60	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
34.2559800191	n/a	8566	6	61	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
34.599939655	n/a	8652	6	62	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
35.1158791089	n/a	8781	6	63	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
35.3278542334	n/a	8834	7	63	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
35.7838007275	n/a	8948	7	64	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
36.075766465	n/a	9021	7	65	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
36.8116801046	n/a	9205	7	66	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
37.4436059473	n/a	9363	7	67	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
38.1635214644	n/a	9543	7	68	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
38.8634393282	n/a	9718	7	69	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
39.5753557839	n/a	9896	7	70	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
39.9233149505	n/a	9983	7	71	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
40.5792379771	n/a	10147	7	72	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
41.0871783697	n/a	10274	7	73	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
41.7990948254	n/a	10452	7	74	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
42.4630169134	n/a	10618	8	74	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
42.8829676316	n/a	10723	8	75	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
43.2909197579	n/a	10825	8	76	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
43.7188695375	n/a	10932	8	77	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
44.1428197864	n/a	11038	8	78	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
44.3667935029	n/a	11094	8	79	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
44.6427611177	n/a	11163	8	80	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
44.7507484453	n/a	11190	8	80	auditory	button_press	n/a	target_detected	attend_auditory	201	1
45.0387146521	n/a	11262	8	81	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
45.3186817976	n/a	11332	8	82	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
45.5866503512	n/a	11399	8	83	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
46.3265635215	n/a	11584	9	83	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
46.7065189332	n/a	11679	9	84	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
47.4504316342	n/a	11865	9	85	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
47.9343748429	n/a	11986	9	85	auditory	button_press	n/a	target_detected	attend_auditory	201	1
48.2383391723	n/a	12062	9	86	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
48.6422917679	n/a	12163	9	87	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
49.1142363847	n/a	12281	9	88	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
49.5421861642	n/a	12388	9	89	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
49.9381396986	n/a	12487	9	90	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
49.9981326584	n/a	12502	9	90	auditory	button_press	n/a	target_detected	attend_auditory	201	1
50.334093233	n/a	12586	9	91	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
50.7060495835	n/a	12679	9	92	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
51.066007342	n/a	12769	10	92	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
51.4499622844	n/a	12865	10	93	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
52.0858876578	n/a	13024	10	94	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
52.7978041135	n/a	13202	10	95	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
53.2977454448	n/a	13327	10	96	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
53.7616910002	n/a	13443	10	97	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
54.301627638	n/a	13578	10	98	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
54.5815947835	n/a	13648	10	99	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
55.1095328293	n/a	13780	10	100	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
55.7494577334	n/a	13940	11	100	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
56.2294014114	n/a	14060	11	101	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
56.4773723117	n/a	14122	11	102	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
56.7613389879	n/a	14193	11	103	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
57.1412943997	n/a	14288	11	104	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
57.7332249359	n/a	14436	11	105	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
57.9851953668	n/a	14499	11	106	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
58.4891362288	n/a	14625	11	106	auditory	button_press	n/a	target_detected	attend_auditory	201	1
58.6211207402	n/a	14658	11	107	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
59.3290376653	n/a	14835	11	108	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
59.5850076269	n/a	14899	11	109	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
60.3529175118	n/a	15091	12	109	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
60.7688686994	n/a	15195	12	110	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
61.1928189483	n/a	15301	12	111	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
61.5327790536	n/a	15386	12	112	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
62.2246978561	n/a	15559	12	113	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
62.4646696951	n/a	15619	12	114	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
62.7766330858	n/a	15697	12	115	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
62.9886082103	n/a	15750	12	116	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
63.7485190338	n/a	15940	12	117	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
64.1284744456	n/a	16035	12	118	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
64.5204284493	n/a	16133	12	119	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
65.1403557001	n/a	16288	12	120	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
65.8562716865	n/a	16467	12	121	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
66.3282163032	n/a	16585	12	122	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
66.7281693682	n/a	16685	12	122	auditory	button_press	n/a	target_detected	attend_auditory	201	1
66.9721407379	n/a	16746	12	123	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
67.6440618871	n/a	16914	12	124	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
68.0120187069	n/a	17006	12	125	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
68.2839867912	n/a	17074	13	125	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
68.6999379788	n/a	17178	13	126	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
69.4838459862	n/a	17374	13	127	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
69.9677891949	n/a	17495	13	127	auditory	button_press	n/a	target_detected	attend_auditory	201	1
70.0437802773	n/a	17514	13	128	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
70.6997033039	n/a	17678	13	129	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
71.0356638785	n/a	17762	13	130	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
71.2836347788	n/a	17824	13	131	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
71.6315939454	n/a	17911	14	131	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
72.0355465411	n/a	18012	14	132	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
72.3035150946	n/a	18079	14	133	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
72.6514742612	n/a	18166	14	134	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
73.0874231021	n/a	18275	14	135	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
73.1674137151	n/a	18295	14	135	auditory	button_press	n/a	target_detected	attend_auditory	201	1
73.4033860234	n/a	18354	14	136	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
73.9433226612	n/a	18489	14	137	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
74.5232546055	n/a	18634	14	138	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
74.5832475652	n/a	18649	14	138	auditory	button_press	n/a	target_detected	attend_auditory	201	1
74.9592034464	n/a	18743	14	139	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
75.5911292891	n/a	18901	14	140	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
75.8391001894	n/a	18963	14	141	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
76.0710729671	n/a	19021	15	141	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
76.5670147678	n/a	19145	15	142	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
76.9669678328	n/a	19245	15	143	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
77.3109274687	n/a	19331	15	144	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
77.4229143269	n/a	19359	15	144	auditory	button_press	n/a	target_detected	attend_auditory	201	1
78.0548401696	n/a	19517	15	145	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
78.4067988669	n/a	19605	15	146	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
78.5107866638	n/a	19631	15	146	auditory	button_press	n/a	target_detected	attend_auditory	201	1
78.8307491158	n/a	19711	15	147	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
79.0747204854	n/a	19772	15	148	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
79.3826843455	n/a	19849	15	149	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
80.1785909449	n/a	20048	15	150	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
80.7665219505	n/a	20195	15	151	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
81.1024825251	n/a	20279	15	152	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
81.1664750155	n/a	20295	15	152	auditory	button_press	n/a	target_detected	attend_auditory	201	1
81.3344553028	n/a	20337	15	153	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
81.9063881858	n/a	20480	15	154	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
82.2263506378	n/a	20560	15	155	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
82.4903196607	n/a	20626	16	155	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
82.8582764805	n/a	20718	16	156	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
83.6821797945	n/a	20924	16	157	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
84.0221398998	n/a	21009	16	158	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
84.4820859245	n/a	21124	16	159	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
85.1220108286	n/a	21284	16	160	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
85.5259634242	n/a	21385	16	161	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
85.9579127345	n/a	21493	16	162	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
86.7578188645	n/a	21693	16	163	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
87.3617479927	n/a	21844	16	164	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
87.6257170156	n/a	21910	16	165	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
87.9616775902	n/a	21994	16	166	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
88.3176358181	n/a	22083	16	167	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
88.9455621302	n/a	22240	17	167	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
89.3855105017	n/a	22350	17	168	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
89.9374457314	n/a	22488	17	169	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
90.1774175704	n/a	22548	17	170	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
90.4333875321	n/a	22612	17	171	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
90.537375329	n/a	22638	17	171	auditory	button_press	n/a	target_detected	attend_auditory	201	1
91.1253063345	n/a	22785	17	172	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
91.5572556448	n/a	22893	17	173	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
91.9572087098	n/a	22993	17	174	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
92.629129859	n/a	23161	17	175	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
93.3210486615	n/a	23334	18	175	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
93.8489867073	n/a	23466	18	176	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
94.1369529142	n/a	23538	18	177	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
94.7768778182	n/a	23698	18	178	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
95.3368121092	n/a	23838	18	179	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
96.0687262182	n/a	24021	18	180	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
96.5886652027	n/a	24151	18	181	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
97.2685854133	n/a	24321	18	182	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
97.8645154802	n/a	24470	18	182	auditory	button_press	n/a	target_detected	attend_auditory	201	1
98.0644920127	n/a	24520	18	183	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
98.7364131619	n/a	24688	19	183	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
99.1643629415	n/a	24795	19	184	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
99.5283202307	n/a	24886	19	185	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
99.8482826827	n/a	24966	19	186	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
100.096253583	n/a	25028	19	186	auditory	button_press	n/a	target_detected	attend_auditory	201	1
100.3002296461	n/a	25079	19	187	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
100.6761855273	n/a	25173	19	188	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
101.0121461019	n/a	25257	19	189	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
101.7800559867	n/a	25449	19	190	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
102.1560118678	n/a	25543	19	191	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
102.279997318	n/a	25574	19	191	auditory	button_press	n/a	target_detected	attend_auditory	201	1
102.4759743199	n/a	25623	19	192	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
102.8159344251	n/a	25708	19	193	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
103.3038771645	n/a	25830	19	193	auditory	button_press	n/a	target_detected	attend_auditory	201	1
103.5758452487	n/a	25898	19	194	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
103.9358030072	n/a	25988	19	195	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
104.6597180549	n/a	26169	20	195	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
105.0956668958	n/a	26278	20	196	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
105.5836096351	n/a	26400	20	197	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
106.1715406407	n/a	26547	20	198	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
106.9194528723	n/a	26734	20	199	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
107.6113716747	n/a	26907	20	200	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
108.2512965788	n/a	27067	20	201	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
109.015206933	n/a	27258	20	202	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
109.3871632834	n/a	27351	20	203	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
109.6391337144	n/a	27414	20	204	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
109.8711064921	n/a	27472	20	205	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
110.215066128	n/a	27558	21	205	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
110.6470154383	n/a	27666	21	206	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
110.9189835225	n/a	27734	21	207	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
111.1509563002	n/a	27792	21	208	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
111.5029149974	n/a	27880	21	208	auditory	button_press	n/a	target_detected	attend_auditory	201	1
111.8228774494	n/a	27960	21	209	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
112.3588145565	n/a	28094	21	210	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
112.7987629281	n/a	28204	21	210	auditory	button_press	n/a	target_detected	attend_auditory	201	1
112.8747540104	n/a	28223	21	211	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
113.394692995	n/a	28353	21	212	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
114.1066094507	n/a	28531	21	213	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
114.6825418643	n/a	28675	21	214	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
115.3144677071	n/a	28833	22	214	auditory	look_word	unattended	cue_auditory	attend_auditory	2	1
115.7144207721	n/a	28933	22	215	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
116.4463348811	n/a	29116	22	216	auditory	high_tone	attended	infrequent_stimulus	attend_auditory	3	1
116.87028513	n/a	29222	22	216	auditory	button_press	n/a	target_detected	attend_auditory	201	1
117.0342658867	n/a	29263	22	217	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
117.6581926681	n/a	29419	22	218	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
118.0661447944	n/a	29521	22	219	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
118.7060696984	n/a	29681	22	220	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
119.2380072749	n/a	29814	22	221	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
119.5779673802	n/a	29899	23	221	auditory	hear_word	unattended	cue_auditory	attend_auditory	1	1
120.0019176291	n/a	30005	23	222	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
120.4298674087	n/a	30112	23	223	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
120.6738387783	n/a	30173	23	224	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
121.3817557034	n/a	30350	23	225	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
121.7257153394	n/a	30436	23	226	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
122.1896608948	n/a	30552	23	227	auditory	light_bar	unattended	infrequent_stimulus	attend_auditory	4	1
122.8575825134	n/a	30719	23	228	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
123.4175168044	n/a	30859	23	229	auditory	dark_bar	unattended	frequent_stimulus	attend_auditory	6	1
123.9854501567	n/a	31001	23	230	auditory	low_tone	attended	frequent_stimulus	attend_auditory	5	1
