onset	duration	sample	value	gid	imageid	buttonpressduration	reactiontime	imagecategory	cameradistance	imagelocation	imageclutter	luminance	tgtorientation	tgtocclusion	tgtcontrast	tgtsize	tgtdistfromcenter	numberoftargets	numberofclasses
453.869140625	n/a	464763	13210	1918	21072	0.0	0.0	6	3	2	3	150.583115	0	0	0	0.0	0.0	0	0
454.052734375	n/a	464951	13210	2042	21219	0.0	0.0	6	1	1	1	24.158684	0	0	0	0.0	0.0	0	0
454.236328125	n/a	465139	13210	2428	21627	0.0	0.0	6	3	1	2	129.042664	0	0	0	0.0	0.0	0	0
454.419921875	n/a	465327	13210	1992	21157	0.0	0.0	6	3	1	1	148.939721	0	0	0	0.0	0.0	0	0
454.603515625	n/a	465515	13210	2329	21520	0.0	0.0	6	2	1	2	164.343353	0	0	0	0.0	0.0	0	0
454.787109375	n/a	465703	13210	1754	20883	0.0	0.0	6	2	1	2	51.635245	0	0	0	0.0	0.0	0	0
454.9716796875	n/a	465892	13110	8250	10730	0.0	0.0	5	3	1	3	91.837309	0	2	3	0.110815	213.75921	1	1
455.1552734375	n/a	466080	13210	2488	21695	0.0	0.0	6	2	1	3	115.665374	0	0	0	0.0	0.0	0	0
455.3388671875	n/a	466268	13210	2215	21396	0.0	0.0	6	2	1	2	78.046274	0	0	0	0.0	0.0	0	0
455.4697265625	n/a	466402	21131	8250	10730	0.0	0.498046875	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
455.5224609375	n/a	466456	13210	2321	21511	0.0	0.0	6	2	1	3	165.537176	0	0	0	0.0	0.0	0	0
455.65625	n/a	466593	21132	0	0	0.1865234375	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
455.7060546875	n/a	466644	13210	1354	20438	0.0	0.0	6	3	2	2	182.361911	0	0	0	0.0	0.0	0	0
456.94140625	n/a	467909	13210	1011	20016	0.0	0.0	6	4	2	3	137.301159	0	0	0	0.0	218.044407	0	0
457.125	n/a	468097	13210	2268	21453	0.0	0.0	6	2	1	2	98.339671	0	0	0	0.0	0.0	0	0
457.30859375	n/a	468285	13210	1216	20282	0.0	0.0	6	4	2	2	138.94414	0	0	0	0.0	0.0	0	0
457.4921875	n/a	468473	13210	2302	21492	0.0	0.0	6	1	1	2	109.399167	0	0	0	0.0	0.0	0	0
457.6767578125	n/a	468662	13210	1050	20068	0.0	0.0	6	1	1	3	71.907186	0	0	0	0.0	0.0	0	0
457.8603515625	n/a	468850	13210	1682	20806	0.0	0.0	6	1	1	2	58.787208	0	0	0	0.0	0.0	0	0
458.0439453125	n/a	469038	13210	2332	21524	0.0	0.0	6	3	1	2	100.740684	0	0	0	0.0	0.0	0	0
458.2275390625	n/a	469226	13210	2458	21661	0.0	0.0	6	3	1	2	125.966978	0	0	0	0.0	0.0	0	0
458.4111328125	n/a	469414	13210	2148	21329	0.0	0.0	6	3	1	2	109.379691	0	0	0	0.0	0.0	0	0
458.5947265625	n/a	469602	13210	2348	21541	0.0	0.0	6	3	1	2	136.683467	0	0	0	0.0	0.0	0	0
458.7783203125	n/a	469790	13210	1765	20897	0.0	0.0	6	2	1	2	143.157358	0	0	0	0.0	0.0	0	0
458.9619140625	n/a	469978	13210	2344	21537	0.0	0.0	6	1	1	2	98.269914	0	0	0	0.0	0.0	0	0
459.1455078125	n/a	470166	13210	2425	21624	0.0	0.0	6	2	1	2	100.701709	0	0	0	0.0	0.0	0	0
459.3291015625	n/a	470354	13210	1699	20824	0.0	0.0	6	1	1	1	86.870288	0	0	0	0.0	0.0	0	0
459.5126953125	n/a	470542	13210	2510	21718	0.0	0.0	6	1	1	2	78.671522	0	0	0	0.0	0.0	0	0
459.697265625	n/a	470731	13210	1975	21137	0.0	0.0	6	1	1	1	206.060271	0	0	0	0.0	0.0	0	0
459.880859375	n/a	470919	13210	2191	21372	0.0	0.0	6	3	1	4	74.933643	0	0	0	0.0	0.0	0	0
460.064453125	n/a	471107	13210	2052	21229	0.0	0.0	6	2	1	2	135.359074	0	0	0	0.0	0.0	0	0
460.248046875	n/a	471295	13210	1881	21024	0.0	0.0	6	1	1	2	55.754127	0	0	0	0.0	0.0	0	0
460.431640625	n/a	471483	13210	1443	20537	0.0	0.0	6	2	1	1	121.776093	0	0	0	0.0	0.0	0	0
460.615234375	n/a	471671	13210	1822	20960	0.0	0.0	6	1	1	2	154.895977	0	0	0	0.0	0.0	0	0
460.798828125	n/a	471859	13210	2163	21344	0.0	0.0	6	3	1	3	68.169266	0	0	0	0.0	0.0	0	0
460.982421875	n/a	472047	13210	1971	21132	0.0	0.0	6	2	1	1	85.953135	0	0	0	0.0	0.0	0	0
461.166015625	n/a	472235	13210	2172	21353	0.0	0.0	6	3	1	2	67.320741	0	0	0	0.0	0.0	0	0
461.349609375	n/a	472423	13210	1315	20392	0.0	0.0	6	1	1	1	82.452981	0	0	0	0.0	0.0	0	0
461.533203125	n/a	472611	13210	2439	21639	0.0	0.0	6	3	1	2	61.082034	0	0	0	0.0	0.0	0	0
461.7177734375	n/a	472800	13210	2413	21612	0.0	0.0	6	1	1	2	124.43728	0	0	0	0.0	0.0	0	0
461.9013671875	n/a	472988	13210	1769	20901	0.0	0.0	6	2	1	2	102.074721	0	0	0	0.0	0.0	0	0
462.0849609375	n/a	473176	13210	1694	20819	0.0	0.0	6	2	1	2	168.469516	0	0	0	0.0	0.0	0	0
462.2685546875	n/a	473364	13210	1493	20596	0.0	0.0	6	2	2	2	90.583798	0	0	0	0.0	0.0	0	0
462.4521484375	n/a	473552	13210	1677	20801	0.0	0.0	6	2	1	2	134.012268	0	0	0	0.0	0.0	0	0
462.6357421875	n/a	473740	13210	1979	21142	0.0	0.0	6	1	1	2	135.737811	0	0	0	0.0	0.0	0	0
462.8193359375	n/a	473928	13210	1625	20743	0.0	0.0	6	2	1	3	116.310733	0	0	0	0.0	0.0	0	0
463.0029296875	n/a	474116	13210	1768	20900	0.0	0.0	6	1	1	3	129.584864	0	0	0	0.0	0.0	0	0
463.1865234375	n/a	474304	13210	2508	21716	0.0	0.0	6	2	1	2	143.987094	0	0	0	0.0	0.0	0	0
463.3701171875	n/a	474492	13210	2258	21443	0.0	0.0	6	2	1	2	133.860585	0	0	0	0.0	0.0	0	0
463.5546875	n/a	474681	13210	1073	20106	0.0	0.0	6	1	1	3	62.977381	0	0	0	0.0	0.0	0	0
463.73828125	n/a	474869	13210	1761	20890	0.0	0.0	6	5	2	3	172.163935	0	0	0	0.0	0.0	0	0
463.921875	n/a	475057	13210	1517	20629	0.0	0.0	6	1	1	2	132.455685	0	0	0	0.0	0.0	0	0
464.10546875	n/a	475245	13210	1989	21154	0.0	0.0	6	3	1	2	175.778738	0	0	0	0.0	0.0	0	0
464.2890625	n/a	475433	13210	1116	20163	0.0	0.0	6	2	1	3	115.930729	0	0	0	0.0	0.0	0	0
464.47265625	n/a	475621	13110	8111	10466	0.0	0.0	5	1	1	2	72.103153	45	1	1	0.252906	59.933296	1	1
464.65625	n/a	475809	13210	1042	20055	0.0	0.0	6	2	2	2	101.771345	0	0	0	0.0	218.044407	0	0
464.83984375	n/a	475997	13210	2083	21261	0.0	0.0	6	2	1	1	150.954764	0	0	0	0.0	0.0	0	0
464.9296875	n/a	476089	21131	8111	10466	0.0	0.45703125	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
465.0234375	n/a	476185	13210	2003	21172	0.0	0.0	6	2	1	3	124.383087	0	0	0	0.0	0.0	0	0
465.130859375	n/a	476295	21132	0	0	0.201171875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
465.20703125	n/a	476373	13210	2451	21653	0.0	0.0	6	2	1	2	134.158022	0	0	0	0.0	0.0	0	0
465.390625	n/a	476561	13210	2146	21327	0.0	0.0	6	1	1	2	32.02288	0	0	0	0.0	0.0	0	0
465.57421875	n/a	476749	13210	1501	20609	0.0	0.0	6	1	2	3	66.594998	0	0	0	0.0	0.0	0	0
465.7587890625	n/a	476938	13210	1656	20779	0.0	0.0	6	3	1	2	138.595898	0	0	0	0.0	0.0	0	0
465.9423828125	n/a	477126	13210	1001	20000	0.0	0.0	6	4	2	3	88.725966	0	0	0	0.0	218.044407	0	0
466.1259765625	n/a	477314	13210	1579	20694	0.0	0.0	6	2	1	3	103.102545	0	0	0	0.0	0.0	0	0
466.3095703125	n/a	477502	13210	2288	21478	0.0	0.0	6	2	1	3	104.110718	0	0	0	0.0	0.0	0	0
466.4931640625	n/a	477690	13210	1960	21120	0.0	0.0	6	3	1	3	82.569635	0	0	0	0.0	0.0	0	0
466.6767578125	n/a	477878	13210	2259	21444	0.0	0.0	6	2	1	2	111.727569	0	0	0	0.0	0.0	0	0
466.8603515625	n/a	478066	13210	2068	21246	0.0	0.0	6	1	1	2	94.551978	0	0	0	0.0	0.0	0	0
467.0439453125	n/a	478254	13210	1826	20964	0.0	0.0	6	3	1	2	125.974791	0	0	0	0.0	0.0	0	0
468.2802734375	n/a	479520	13210	1422	20512	0.0	0.0	6	1	2	2	94.749635	0	0	0	0.0	0.0	0	0
468.4638671875	n/a	479708	13210	2306	21496	0.0	0.0	6	2	1	2	134.77702	0	0	0	0.0	0.0	0	0
468.6474609375	n/a	479896	13210	1784	20919	0.0	0.0	6	1	1	2	57.597762	0	0	0	0.0	0.0	0	0
468.8310546875	n/a	480084	13210	1341	20419	0.0	0.0	6	1	1	3	135.993002	0	0	0	0.0	0.0	0	0
469.0146484375	n/a	480272	13210	1814	20950	0.0	0.0	6	3	1	3	98.520446	0	0	0	0.0	0.0	0	0
469.1982421875	n/a	480460	13210	2497	21704	0.0	0.0	6	3	1	2	55.055586	0	0	0	0.0	0.0	0	0
469.3818359375	n/a	480648	13210	2295	21485	0.0	0.0	6	1	1	4	94.34241	0	0	0	0.0	0.0	0	0
469.5654296875	n/a	480836	13210	1767	20899	0.0	0.0	6	2	1	3	109.25108	0	0	0	0.0	0.0	0	0
469.7490234375	n/a	481024	13210	1316	20393	0.0	0.0	6	2	1	2	85.583006	0	0	0	0.0	0.0	0	0
469.9326171875	n/a	481212	13210	1088	20126	0.0	0.0	6	1	1	2	80.731418	0	0	0	0.0	218.044407	0	0
470.1162109375	n/a	481400	13210	1270	20343	0.0	0.0	6	2	1	3	103.325772	0	0	0	0.0	0.0	0	0
470.30078125	n/a	481589	13120	8205	10657	0.0	0.0	5	4	1	3	102.576484	90	3	3	0.046533	284.015845	2	2
470.484375	n/a	481777	13210	1374	20460	0.0	0.0	6	3	2	2	113.327167	0	0	0	0.0	0.0	0	0
470.66796875	n/a	481965	13210	2544	21752	0.0	0.0	6	2	1	2	95.384121	0	0	0	0.0	0.0	0	0
470.8515625	n/a	482153	13210	2206	21387	0.0	0.0	6	1	1	3	136.37168	0	0	0	0.0	0.0	0	0
471.03515625	n/a	482341	13210	1026	20036	0.0	0.0	6	1	1	1	160.069791	0	0	0	0.0	218.044407	0	0
471.21875	n/a	482529	13210	1985	21150	0.0	0.0	6	2	1	2	114.728057	0	0	0	0.0	0.0	0	0
471.40234375	n/a	482717	13210	1703	20828	0.0	0.0	6	3	1	2	135.823938	0	0	0	0.0	0.0	0	0
471.5859375	n/a	482905	13210	1739	20865	0.0	0.0	6	3	1	2	56.507148	0	0	0	0.0	0.0	0	0
471.76953125	n/a	483093	13210	1678	20802	0.0	0.0	6	1	1	1	103.412458	0	0	0	0.0	0.0	0	0
471.953125	n/a	483281	13210	1063	20088	0.0	0.0	6	2	2	2	99.918734	0	0	0	0.0	0.0	0	0
472.13671875	n/a	483469	13210	1514	20626	0.0	0.0	6	1	1	2	155.914752	0	0	0	0.0	0.0	0	0
472.3212890625	n/a	483658	13210	1046	20059	0.0	0.0	6	2	2	3	104.769965	0	0	0	0.0	0.0	0	0
472.5048828125	n/a	483846	13210	1834	20972	0.0	0.0	6	2	1	2	133.563365	0	0	0	0.0	0.0	0	0
472.6884765625	n/a	484034	13210	1006	20008	0.0	0.0	6	2	2	3	124.9182	0	0	0	0.0	0.0	0	0
472.8720703125	n/a	484222	13210	2134	21315	0.0	0.0	6	1	1	1	175.272372	0	0	0	0.0	0.0	0	0
473.0556640625	n/a	484410	13210	1211	20276	0.0	0.0	6	2	1	2	151.942021	0	0	0	0.0	0.0	0	0
473.2392578125	n/a	484598	13210	1327	20404	0.0	0.0	6	2	1	2	146.907729	0	0	0	0.0	0.0	0	0
473.4228515625	n/a	484786	13210	2227	21408	0.0	0.0	6	2	1	2	127.989869	0	0	0	0.0	0.0	0	0
473.6064453125	n/a	484974	13120	8177	10609	0.0	0.0	4	1	1	2	111.768902	45	3	3	0.490004	93.236259	2	2
473.7900390625	n/a	485162	13210	1258	20328	0.0	0.0	6	2	1	2	118.744162	0	0	0	0.0	0.0	0	0
473.9736328125	n/a	485350	13210	1520	20632	0.0	0.0	6	1	1	2	59.38288	0	0	0	0.0	0.0	0	0
474.1572265625	n/a	485538	13210	2330	21522	0.0	0.0	6	1	1	2	131.922544	0	0	0	0.0	0.0	0	0
474.341796875	n/a	485727	13210	1974	21136	0.0	0.0	6	1	1	2	77.540143	0	0	0	0.0	0.0	0	0
474.525390625	n/a	485915	13210	1671	20795	0.0	0.0	6	3	1	2	127.082809	0	0	0	0.0	0.0	0	0
474.708984375	n/a	486103	13210	1596	20712	0.0	0.0	6	3	1	2	65.045971	0	0	0	0.0	0.0	0	0
474.892578125	n/a	486291	13210	1024	20033	0.0	0.0	6	3	1	2	128.035061	0	0	0	0.0	218.044407	0	0
475.076171875	n/a	486479	13210	1070	20103	0.0	0.0	6	2	1	3	123.329559	0	0	0	0.0	0.0	0	0
475.259765625	n/a	486667	13210	1051	20069	0.0	0.0	6	2	1	3	166.731169	0	0	0	0.0	0.0	0	0
475.443359375	n/a	486855	13210	1887	21035	0.0	0.0	6	2	1	2	144.229771	0	0	0	0.0	0.0	0	0
475.626953125	n/a	487043	13210	1040	20053	0.0	0.0	6	3	1	2	148.557844	0	0	0	0.0	0.0	0	0
475.810546875	n/a	487231	13210	1243	20313	0.0	0.0	6	2	2	2	118.074939	0	0	0	0.0	0.0	0	0
475.994140625	n/a	487419	13210	1740	20867	0.0	0.0	6	1	1	2	169.671333	0	0	0	0.0	0.0	0	0
476.1787109375	n/a	487608	13210	2000	21168	0.0	0.0	6	2	1	2	54.072003	0	0	0	0.0	0.0	0	0
476.3623046875	n/a	487796	13210	1098	20137	0.0	0.0	6	2	1	3	124.407896	0	0	0	0.0	0.0	0	0
476.5458984375	n/a	487984	13210	2407	21606	0.0	0.0	6	1	1	2	131.363613	0	0	0	0.0	0.0	0	0
476.7294921875	n/a	488172	13210	2212	21393	0.0	0.0	6	3	1	2	76.321892	0	0	0	0.0	0.0	0	0
476.9130859375	n/a	488360	13210	1644	20767	0.0	0.0	6	2	1	2	165.613027	0	0	0	0.0	0.0	0	0
477.0966796875	n/a	488548	13210	1963	21124	0.0	0.0	6	1	1	3	106.819523	0	0	0	0.0	0.0	0	0
477.2802734375	n/a	488736	13210	1950	21110	0.0	0.0	6	1	1	3	156.963201	0	0	0	0.0	0.0	0	0
477.4638671875	n/a	488924	13210	1425	20516	0.0	0.0	6	3	2	2	115.056422	0	0	0	0.0	0.0	0	0
477.6474609375	n/a	489112	13210	2157	21338	0.0	0.0	6	2	1	2	87.042733	0	0	0	0.0	0.0	0	0
477.8310546875	n/a	489300	13210	1287	20362	0.0	0.0	6	2	1	2	166.213274	0	0	0	0.0	0.0	0	0
478.0146484375	n/a	489488	13110	8400	11223	0.0	0.0	5	2	1	3	127.074624	45	4	3	0.167889	105.380264	2	2
478.19921875	n/a	489677	13210	1052	20071	0.0	0.0	6	2	1	3	123.376897	0	0	0	0.0	0.0	0	0
478.3828125	n/a	489865	13210	1435	20529	0.0	0.0	6	3	2	2	117.770382	0	0	0	0.0	0.0	0	0
478.5498046875	n/a	490036	21131	8400	11223	0.0	0.53515625	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
478.7197265625	n/a	490210	21132	0	0	0.169921875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
479.6181640625	n/a	491130	13210	1542	20654	0.0	0.0	6	1	1	2	118.341454	0	0	0	0.0	0.0	0	0
479.8017578125	n/a	491318	13210	2128	21309	0.0	0.0	6	1	1	3	134.961047	0	0	0	0.0	0.0	0	0
479.9853515625	n/a	491506	13210	2307	21497	0.0	0.0	6	2	1	1	117.023763	0	0	0	0.0	0.0	0	0
480.1689453125	n/a	491694	13210	2092	21272	0.0	0.0	6	3	1	2	130.740762	0	0	0	0.0	0.0	0	0
480.3525390625	n/a	491882	13210	2151	21332	0.0	0.0	6	3	1	2	202.331227	0	0	0	0.0	0.0	0	0
480.5361328125	n/a	492070	13210	2552	21760	0.0	0.0	6	1	1	2	136.249269	0	0	0	0.0	0.0	0	0
480.720703125	n/a	492259	13210	2487	21694	0.0	0.0	6	1	1	2	154.236944	0	0	0	0.0	0.0	0	0
480.904296875	n/a	492447	13210	2251	21435	0.0	0.0	6	2	1	2	121.658764	0	0	0	0.0	0.0	0	0
481.087890625	n/a	492635	13210	1728	20853	0.0	0.0	6	1	1	2	130.075252	0	0	0	0.0	0.0	0	0
481.271484375	n/a	492823	13210	2283	21473	0.0	0.0	6	2	1	2	172.277288	0	0	0	0.0	0.0	0	0
481.455078125	n/a	493011	13210	1519	20631	0.0	0.0	6	1	1	3	71.276078	0	0	0	0.0	0.0	0	0
481.638671875	n/a	493199	13210	2385	21581	0.0	0.0	6	1	1	1	176.803461	0	0	0	0.0	0.0	0	0
481.822265625	n/a	493387	13210	1356	20440	0.0	0.0	6	2	2	1	160.114893	0	0	0	0.0	0.0	0	0
482.005859375	n/a	493575	13210	1629	20751	0.0	0.0	6	3	1	3	165.1273	0	0	0	0.0	0.0	0	0
482.189453125	n/a	493763	13210	1793	20928	0.0	0.0	6	2	1	2	103.918225	0	0	0	0.0	0.0	0	0
482.3671875	n/a	493945	13210	1115	20162	0.0	0.0	6	2	1	3	121.671047	0	0	0	0.0	0.0	0	0
482.556640625	n/a	494139	13210	2548	21756	0.0	0.0	6	3	1	2	164.052977	0	0	0	0.0	0.0	0	0
482.740234375	n/a	494327	13220	2448	21650	0.0	0.0	6	3	1	2	137.632039	0	0	0	0.0	0.0	0	0
482.9248046875	n/a	494516	13210	1342	20420	0.0	0.0	6	3	1	2	94.109839	0	0	0	0.0	0.0	0	0
483.1083984375	n/a	494704	13210	1142	20193	0.0	0.0	6	2	1	2	136.957558	0	0	0	0.0	0.0	0	0
483.2919921875	n/a	494892	13210	1687	20811	0.0	0.0	6	1	1	2	150.169294	0	0	0	0.0	0.0	0	0
483.3505859375	n/a	494952	21121	2448	21650	0.0	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
483.4755859375	n/a	495080	13210	2053	21230	0.0	0.0	6	2	1	1	115.576369	0	0	0	0.0	0.0	0	0
483.50390625	n/a	495109	21122	0	0	0.1533203125	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
483.6591796875	n/a	495268	13210	1706	20831	0.0	0.0	6	1	1	2	166.995807	0	0	0	0.0	0.0	0	0
483.8427734375	n/a	495456	13210	2129	21310	0.0	0.0	6	1	1	3	81.227335	0	0	0	0.0	0.0	0	0
484.0263671875	n/a	495644	13210	2279	21468	0.0	0.0	6	1	1	2	140.469638	0	0	0	0.0	0.0	0	0
484.2099609375	n/a	495832	13210	2322	21512	0.0	0.0	6	1	1	2	147.240072	0	0	0	0.0	0.0	0	0
484.3935546875	n/a	496020	13210	1486	20585	0.0	0.0	6	1	1	2	160.244223	0	0	0	0.0	0.0	0	0
484.5771484375	n/a	496208	13110	8028	10112	0.0	0.0	2	2	2	3	126.918629	0	3	2	0.027453	166.207701	2	2
484.76171875	n/a	496397	13210	2032	21207	0.0	0.0	6	3	1	2	129.439713	0	0	0	0.0	0.0	0	0
484.9453125	n/a	496585	13210	2345	21538	0.0	0.0	6	1	1	2	132.049239	0	0	0	0.0	0.0	0	0
485.041015625	n/a	496683	21131	8028	10112	0.0	0.4638671875	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
485.12890625	n/a	496773	13210	1741	20868	0.0	0.0	6	1	1	2	69.047613	0	0	0	0.0	0.0	0	0
485.1953125	n/a	496841	21132	0	0	0.154296875	0.0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
485.3125	n/a	496961	13210	1025	20035	0.0	0.0	6	3	1	3	107.478826	0	0	0	0.0	218.044407	0	0
485.49609375	n/a	497149	13210	2342	21535	0.0	0.0	6	1	1	3	175.051046	0	0	0	0.0	0.0	0	0
485.6796875	n/a	497337	13210	1614	20730	0.0	0.0	6	2	1	3	143.617839	0	0	0	0.0	0.0	0	0
485.86328125	n/a	497525	13210	1043	20056	0.0	0.0	6	2	1	3	134.084478	0	0	0	0.0	0.0	0	0
486.046875	n/a	497713	13210	1206	20271	0.0	0.0	6	3	1	2	103.013528	0	0	0	0.0	0.0	0	0
486.23046875	n/a	497901	13210	2028	21203	0.0	0.0	6	1	1	3	164.488959	0	0	0	0.0	0.0	0	0
486.4140625	n/a	498089	13210	1028	20039	0.0	0.0	6	3	1	2	130.646463	0	0	0	0.0	218.044407	0	0
486.59765625	n/a	498277	13210	1591	20707	0.0	0.0	6	2	1	2	115.165547	0	0	0	0.0	0.0	0	0
486.7822265625	n/a	498466	13210	1058	20079	0.0	0.0	6	2	1	1	142.315331	0	0	0	0.0	0.0	0	0
486.9658203125	n/a	498654	13210	1126	20174	0.0	0.0	6	2	1	1	84.939337	0	0	0	0.0	0.0	0	0
487.1494140625	n/a	498842	13210	1679	20803	0.0	0.0	6	1	1	2	58.57479	0	0	0	0.0	0.0	0	0
