filename	acq_time
fmap/sub-0124_magnitude1.nii	2021-06-24T14:33:42.060000
fmap/sub-0124_magnitude2.nii	2021-06-24T14:33:42.060000
fmap/sub-0124_phasediff.nii	2021-06-24T14:33:42.060000
func/sub-0124_task-soc21gng_bold.nii	2021-06-21T14:38:27.265000
func/sub-0124_task-rest_bold.nii	2021-06-24T14:52:05.632500
anat/sub-0124_T1w.nii	2021-06-24T14:59:49.365000
anat/sub-0124_T2w.nii	2021-06-24T15:06:37.600000S
