onset	duration	sample	value
4.142578125	n/a	4243	3111
4.142578125	n/a	4243	1211
4.142578125	n/a	4243	3200
4.142578125	n/a	4243	3310
4.142578125	n/a	4243	4230
4.3017578125	n/a	4406	2621
10.052734375	n/a	10295	2622
13.79296875	n/a	14125	1141
14.6474609375	n/a	15000	4311
14.703125	n/a	15057	1142
19.0595703125	n/a	19518	1321
19.1796875	n/a	19641	1322
19.8935546875	n/a	20372	4210
20.01953125	n/a	20501	1141
20.4521484375	n/a	20944	4230
20.94140625	n/a	21445	4311
21.0078125	n/a	21513	1142
25.2392578125	n/a	25846	1321
25.3857421875	n/a	25996	1322
26.2177734375	n/a	26848	1141
26.9404296875	n/a	27588	4311
26.9853515625	n/a	27634	1142
31.33984375	n/a	32093	4210
32.2099609375	n/a	32984	4312
34.072265625	n/a	34891	1321
34.171875	n/a	34993	1322
35.078125	n/a	35921	1141
35.7314453125	n/a	36590	4230
35.8310546875	n/a	36692	4311
35.8759765625	n/a	36738	1142
38.5673828125	n/a	39494	4210
38.876953125	n/a	39811	4312
41.2705078125	n/a	42262	1321
41.4033203125	n/a	42398	1322
46.7412109375	n/a	47864	1321
46.884765625	n/a	48011	1322
47.794921875	n/a	48943	1131
48.638671875	n/a	49807	4311
48.6953125	n/a	49865	1132
48.8076171875	n/a	49980	4220
51.228515625	n/a	52459	4210
52.84765625	n/a	54117	4312
53.041015625	n/a	54315	1321
53.1806640625	n/a	54458	1322
54.1015625	n/a	55401	4230
54.1015625	n/a	55401	1131
54.6015625	n/a	55913	4210
54.8798828125	n/a	56198	4311
54.923828125	n/a	56243	1132
58.2255859375	n/a	59624	4230
58.755859375	n/a	60167	3200
59.056640625	n/a	60475	2621
60.212890625	n/a	61659	1131
60.90234375	n/a	62365	4210
61.1357421875	n/a	62604	4311
61.2021484375	n/a	62672	1132
61.5439453125	n/a	63022	4220
63.474609375	n/a	64999	4210
65.603515625	n/a	67179	4230
66.8076171875	n/a	68412	2622
68.2724609375	n/a	69912	1321
68.39453125	n/a	70037	1322
69.39453125	n/a	71061	1141
70.2470703125	n/a	71934	4311
70.302734375	n/a	71991	1142
73.32421875	n/a	75085	4210
74.6455078125	n/a	76438	4312
75.673828125	n/a	77491	1321
75.7763671875	n/a	77596	1322
76.8291015625	n/a	78674	1141
77.451171875	n/a	79311	4311
77.4833984375	n/a	79344	1142
78.42578125	n/a	80309	4312
78.505859375	n/a	80391	4230
80.666015625	n/a	82603	4210
81.943359375	n/a	83911	1321
82.041015625	n/a	84011	1322
83.087890625	n/a	85083	1141
83.546875	n/a	85553	4230
83.8349609375	n/a	85848	4311
83.8896484375	n/a	85904	1142
87.033203125	n/a	89123	4210
87.244140625	n/a	89339	4312
88.2236328125	n/a	90342	1321
88.3466796875	n/a	90468	1322
89.4091796875	n/a	91556	1131
90.1416015625	n/a	92306	4220
90.2529296875	n/a	92420	4311
90.3095703125	n/a	92478	1132
93.6806640625	n/a	95930	4210
94.4951171875	n/a	96764	1321
94.595703125	n/a	96867	1322
94.6962890625	n/a	96970	4312
95.720703125	n/a	98019	1131
96.1982421875	n/a	98508	4311
96.220703125	n/a	98531	1132
96.65234375	n/a	98973	3200
97.060546875	n/a	99391	2621
97.302734375	n/a	99639	4312
102.4951171875	n/a	104956	1321
102.638671875	n/a	105103	1322
103.74609375	n/a	106237	1141
104.1123046875	n/a	106612	4230
104.5615234375	n/a	107072	2622
104.5791015625	n/a	107090	4311
104.634765625	n/a	107147	1142
107.1865234375	n/a	109760	4210
108.63671875	n/a	111245	4312
109.2763671875	n/a	111900	4220
109.99609375	n/a	112637	1321
110.1181640625	n/a	112762	1322
110.63671875	n/a	113293	4210
111.2744140625	n/a	113946	1131
111.70703125	n/a	114389	4311
111.7294921875	n/a	114412	1132
111.771484375	n/a	114455	4220
113.0009765625	n/a	115714	4210
113.451171875	n/a	116175	4312
116.1455078125	n/a	118934	1321
116.283203125	n/a	119075	1322
117.4599609375	n/a	120280	1131
118.115234375	n/a	120951	4311
118.16015625	n/a	120997	1132
118.2216796875	n/a	121060	4220
120.6552734375	n/a	123552	4210
121.1650390625	n/a	124074	4312
122.4462890625	n/a	125386	1321
122.5537109375	n/a	125496	1322
123.783203125	n/a	126755	1131
124.505859375	n/a	127495	4311
124.5498046875	n/a	127540	1132
124.8916015625	n/a	127890	4220
127.3720703125	n/a	130430	4210
127.3720703125	n/a	130430	4312
130.9169921875	n/a	134060	1321
131.0537109375	n/a	134200	1322
132.2841796875	n/a	135460	1131
133.017578125	n/a	136211	4311
133.0625	n/a	136257	1132
133.2646484375	n/a	136464	4220
134.154296875	n/a	137375	3200
134.564453125	n/a	137795	2621
134.8134765625	n/a	138050	4210
136.4853515625	n/a	139762	4312
138.5302734375	n/a	141856	1321
138.6591796875	n/a	141988	1322
139.912109375	n/a	143271	1141
140.6005859375	n/a	143976	4230
140.64453125	n/a	144021	4311
140.689453125	n/a	144067	1142
142.0654296875	n/a	145476	2622
142.271484375	n/a	145687	4210
143.4423828125	n/a	146886	4220
145.251953125	n/a	148739	1321
145.349609375	n/a	148839	1322
146.640625	n/a	150161	1131
147.4296875	n/a	150969	4311
147.4853515625	n/a	151026	1132
149.658203125	n/a	153251	4210
149.857421875	n/a	153455	4312
151.8984375	n/a	155545	1321
152.044921875	n/a	155695	1322
153.3349609375	n/a	157016	1131
154.0458984375	n/a	157744	4220
154.068359375	n/a	157767	4311
154.11328125	n/a	157813	1132
155.8251953125	n/a	159566	4210
156.3349609375	n/a	160088	4312
160.599609375	n/a	164455	1321
160.7021484375	n/a	164560	1322
162.0927734375	n/a	165984	1131
162.6591796875	n/a	166564	4220
162.8701171875	n/a	166780	4311
162.9140625	n/a	166825	1132
166.615234375	n/a	170615	4210
166.67578125	n/a	170677	4312
167.69921875	n/a	171725	1321
167.8388671875	n/a	171868	1322
169.201171875	n/a	173263	1141
169.3017578125	n/a	173366	4311
169.3017578125	n/a	173366	1142
169.5546875	n/a	173625	4312
171.6865234375	n/a	175808	3200
172.068359375	n/a	176199	2621
176.1796875	n/a	180409	1321
176.2900390625	n/a	180522	1322
179.568359375	n/a	183879	2622
183.62109375	n/a	188029	1321
183.75390625	n/a	188165	1322
184.0732421875	n/a	188492	1131
184.2509765625	n/a	188674	4311
184.2509765625	n/a	188674	1132
184.9033203125	n/a	189342	4312
188.5322265625	n/a	193058	1321
188.6630859375	n/a	193192	1322
193.9208984375	n/a	198576	1321
194.0458984375	n/a	198704	1322
194.384765625	n/a	199051	1141
195.0185546875	n/a	199700	4230
195.529296875	n/a	200223	4311
195.607421875	n/a	200303	1142
200.2587890625	n/a	205066	4210
200.9404296875	n/a	205764	4312
201.1826171875	n/a	206012	1321
201.3125	n/a	206145	1322
201.669921875	n/a	206511	1141
202.48046875	n/a	207341	4311
202.5361328125	n/a	207398	1142
202.6181640625	n/a	207482	4230
204.962890625	n/a	209883	4210
205.125	n/a	210049	4312
207.173828125	n/a	212147	1321
207.2763671875	n/a	212252	1322
207.69921875	n/a	212685	1131
208.0771484375	n/a	213072	4311
208.087890625	n/a	213083	1132
209.4248046875	n/a	214452	4312
210.9794921875	n/a	216044	3200
211.3212890625	n/a	216394	2621
212.6025390625	n/a	217706	1321
212.7373046875	n/a	217844	1322
213.1455078125	n/a	218262	1141
213.7900390625	n/a	218922	4311
213.8232421875	n/a	218956	1142
213.8955078125	n/a	219030	4230
216.5830078125	n/a	221782	4210
217.1044921875	n/a	222316	4312
218.203125	n/a	223441	1321
218.3349609375	n/a	223576	1322
219.572265625	n/a	224843	2622
222.9833984375	n/a	228336	1321
223.1201171875	n/a	228476	1322
223.5693359375	n/a	228936	1131
224.3017578125	n/a	229686	4220
224.5126953125	n/a	229902	4311
224.580078125	n/a	229971	1132
227.228515625	n/a	232683	4210
228.1005859375	n/a	233576	4312
229.4736328125	n/a	234982	1321
229.5673828125	n/a	235078	1322
230.0849609375	n/a	235608	1131
230.9189453125	n/a	236462	4311
230.974609375	n/a	236519	1132
231.0869140625	n/a	236634	4220
232.791015625	n/a	238379	4210
233.9755859375	n/a	239592	4312
