onset	duration	code	trial_number
55.7392	0.0	2	16
55.7481	0.0	40	17
56.2481	0.0	30	17
56.4981	0.0	12	17
56.9373	0.0	2	17
56.9481	0.0	40	18
57.4481	0.0	30	18
57.6981	0.0	11	18
58.0092	0.0	1	18
58.0148	0.0	40	19
58.5148	0.0	30	19
58.7648	0.0	212	19
58.9648	0.0	222	19
59.1032	0.0	2	19
59.1148	0.0	40	20
59.6148	0.0	30	20
59.8648	0.0	11	20
60.1992	0.0	1	20
60.2065	0.0	40	21
60.7065	0.0	30	21
60.9565	0.0	11	21
61.3272	0.0	1	21
61.3315	0.0	40	22
61.8315	0.0	30	22
62.0815	1.0	12	22
62.7961	0.0	2	22
62.8065	0.0	40	23
63.3065	0.0	30	23
63.5565	0.0	12	23
63.8701	0.0	2	23
63.8815	0.0	40	24
64.3815	0.0	30	24
64.6315	0.0	211	24
64.7815	1.0	221	24
65.8815	0.0	40	25
66.3816	0.0	30	25
66.6316	0.0	211	25
66.8316	1.0	221	25
67.8816	0.0	40	26
68.3816	0.0	30	26
68.6316	0.0	12	26
68.975	0.0	2	26
68.9816	0.0	40	27
69.4816	0.0	30	27
69.7316	0.0	11	27
70.16	0.0	1	27
70.1649	0.0	40	28
70.6649	0.0	30	28
70.9149	0.0	12	28
71.287	0.0	2	28
71.2983	0.0	40	29
71.7983	0.0	30	29
72.0483	0.0	212	29
72.2983	1.0	222	29
73.2983	0.0	40	30
73.7983	0.0	30	30
74.0483	0.0	11	30
74.3879	0.0	1	30
74.3983	0.0	40	31
74.8983	0.0	30	31
75.1483	0.0	11	31
75.4079	0.0	1	31
75.415	0.0	40	32
75.915	0.0	30	32
76.165	1.0	12	32
76.7939	0.0	2	32
76.7983	0.0	40	33
77.2983	0.0	30	33
77.5484	0.0	11	33
77.9938	0.0	1	33
77.9984	0.0	40	34
78.4984	0.0	30	34
78.7484	0.0	212	34
79.0484	0.0	222	34
79.2038	0.0	2	34
79.215	0.0	40	35
79.715	0.0	30	35
79.965	0.0	11	35
80.2828	0.0	1	35
80.2901	0.0	40	36
80.7901	0.0	30	36
81.0401	1.0	12	36
81.6147	0.0	2	36
81.6234	0.0	40	37
82.1234	0.0	30	37
82.3734	0.0	11	37
82.6718	0.0	1	37
82.6817	0.0	40	38
83.1818	0.0	30	38
83.4318	1.0	12	38
83.9547	0.0	2	38
83.9651	0.0	40	39
84.4651	0.0	30	39
84.7151	0.0	12	39
85.0947	0.0	2	39
85.1068	0.0	40	40
85.6068	0.0	30	40
85.8568	0.0	211	40
86.1068	1.0	221	40
87.1068	0.0	40	41
87.6068	0.0	30	41
87.8568	0.0	12	41
88.2627	0.0	2	41
88.2735	0.0	40	42
88.7735	0.0	30	42
89.0235	1.0	11	42
89.6247	0.0	1	42
89.6318	0.0	40	43
90.1318	0.0	30	43
90.3818	0.0	12	43
90.6796	0.0	2	43
90.6902	0.0	40	44
91.1902	0.0	30	44
91.4402	1.0	11	44
91.9526	0.0	1	44
91.9569	0.0	40	45
92.4569	0.0	30	45
92.7069	0.0	12	45
93.0756	0.0	2	45
93.0819	0.0	40	46
93.5819	0.0	30	46
93.8319	0.0	11	46
94.2496	0.0	1	46
94.2569	0.0	40	47
94.7569	0.0	30	47
95.0069	0.0	211	47
95.3069	0.0	221	47
95.3855	0.0	1	47
95.3902	0.0	40	48
95.8902	0.0	30	48
96.1403	0.0	212	48
96.3903	0.0	222	48
96.4455	0.0	2	48
96.4569	0.0	40	49
96.9569	0.0	30	49
97.2069	0.0	12	49
97.5405	0.0	2	49
97.5486	0.0	40	50
98.0486	0.0	30	50
98.2986	0.0	11	50
98.7465	0.0	1	50
98.7569	0.0	40	51
99.257	0.0	30	51
99.507	0.0	11	51
99.9415	0.0	1	51
99.9486	0.0	40	52
100.4486	0.0	30	52
100.6986	0.0	12	52
101.1454	0.0	2	52
101.157	0.0	40	53
101.657	0.0	30	53
101.907	0.0	211	53
102.107	1.0	221	53
103.157	0.0	40	54
103.657	0.0	30	54
103.907	0.0	12	54
104.3814	0.0	2	54
104.3904	0.0	40	55
104.8904	0.0	30	55
105.1404	0.0	212	55
105.3904	1.0	222	55
106.3904	0.0	40	56
106.8904	0.0	30	56
107.1404	0.0	11	56
107.4393	0.0	1	56
107.4487	0.0	40	57
107.9487	0.0	30	57
108.1987	0.0	211	57
108.4963	0.0	1	57
108.4987	0.0	221	57
108.5071	0.0	40	58
109.0071	0.0	30	58
109.2571	0.0	12	58
109.6213	0.0	2	58
109.6321	0.0	40	59
110.1321	0.0	30	59
110.3821	0.0	11	59
110.7423	0.0	1	59
110.7488	0.0	40	60
111.2488	0.0	30	60
111.4988	0.0	212	60
111.7488	0.0	222	60
111.8353	0.0	2	60
111.8405	0.0	40	61
112.3405	0.0	30	61
112.5905	0.0	12	61
112.9532	0.0	2	61
112.9571	0.0	40	62
113.4571	0.0	30	62
113.7071	0.0	11	62
114.0522	0.0	1	62
114.0571	0.0	40	63
114.5571	0.0	30	63
114.8072	0.0	11	63
115.1122	0.0	1	63
115.1238	0.0	40	64
115.6238	0.0	30	64
115.8738	0.0	12	64
116.1782	0.0	1	64
116.1822	0.0	70	0
116.1822	0.0	experiment_block_end	0
134.1619	0.0	3	0
134.1657	0.0	rest_block_start	0
134.1657	2.0	80	0
136.1741	2.0	80	0
138.1824	2.0	80	0
140.1908	2.0	80	0
142.1992	2.0	80	0
144.2075	2.0	80	0
146.2159	2.0	80	0
148.2242	2.0	80	0
151.7409	0.0	rest_block_end	0
151.7409	0.0	experiment_block_start	0
151.7409	0.0	40	1
152.241	0.0	30	1
152.491	0.0	211	1
152.691	1.0	221	1
153.741	0.0	40	2
154.241	0.0	30	2
154.491	0.0	11	2
154.8685	0.0	1	2
154.8743	0.0	40	3
155.3743	0.0	30	3
155.6243	0.0	12	3
156.0785	0.0	2	3
156.0827	0.0	40	4
156.5827	0.0	30	4
156.8327	1.0	12	4
157.3326	0.0	2	4
157.341	0.0	40	5
157.841	0.0	30	5
158.091	0.0	11	5
158.3764	0.0	1	5
158.3827	0.0	40	6
158.8827	0.0	30	6
159.1327	0.0	12	6
159.4934	0.0	2	6
159.4994	0.0	40	7
159.9994	0.0	30	7
160.2494	0.0	212	7
160.4994	1.0	222	7
161.4994	0.0	40	8
161.9994	0.0	30	8
162.2494	0.0	11	8
162.5404	0.0	1	8
162.5494	0.0	40	9
163.0494	0.0	30	9
163.2994	0.0	211	9
163.5994	0.0	221	9
163.6173	0.0	1	9
163.6244	0.0	40	10
164.1244	0.0	30	10
164.3744	0.0	11	10
164.7063	0.0	1	10
164.7161	0.0	40	11
165.2161	0.0	30	11
165.4661	0.0	11	11
165.9173	0.0	1	11
165.9245	0.0	40	12
166.4245	0.0	30	12
166.6745	0.0	11	12
167.0023	0.0	1	12
167.0078	0.0	40	13
167.5078	0.0	30	13
167.7578	0.0	212	13
168.0078	1.0	222	13
169.0078	0.0	40	14
169.5078	0.0	30	14
169.7578	0.0	12	14
170.1242	0.0	2	14
170.1328	0.0	40	15
170.6329	0.0	30	15
170.8829	0.0	12	15
171.1622	0.0	2	15
171.1662	0.0	40	16
171.6662	0.0	30	16
171.9162	0.0	12	16
172.2092	0.0	2	16
172.2162	0.0	40	17
172.7162	0.0	30	17
172.9662	0.0	11	17
173.4291	0.0	1	17
173.4329	0.0	40	18
173.9329	0.0	30	18
174.1829	0.0	12	18
174.5612	0.0	2	18
174.5662	0.0	40	19
175.0662	0.0	30	19
175.3162	0.0	11	19
175.7811	0.0	1	19
175.7912	0.0	40	20
176.2913	0.0	30	20
176.5413	0.0	11	20
176.9531	0.0	1	20
176.9579	0.0	40	21
177.4579	0.0	30	21
177.7079	0.0	12	21
178.1221	0.0	2	21
178.1329	0.0	40	22
178.6329	0.0	30	22
178.883	0.0	12	22
179.3171	0.0	2	22
179.3246	0.0	40	23
179.8246	0.0	30	23
180.0746	0.0	211	23
180.3746	0.0	221	23
180.472	0.0	1	23
180.483	0.0	40	24
180.983	0.0	30	24
181.233	0.0	212	24
181.483	0.0	222	24
181.656	0.0	2	24
181.6663	0.0	40	25
182.1663	0.0	30	25
182.4163	0.0	12	25
182.766	0.0	2	25
182.7747	0.0	40	26
183.2747	0.0	30	26
183.5247	0.0	212	26
183.7247	1.0	222	26
184.7747	0.0	40	27
185.2747	0.0	30	27
185.5247	0.0	11	27
185.876	0.0	1	27
185.883	0.0	40	28
186.383	0.0	30	28
186.633	0.0	11	28
186.9259	0.0	1	28
186.9331	0.0	40	29
187.4331	0.0	30	29
187.6831	0.0	12	29
188.0979	0.0	2	29
188.1081	0.0	40	30
188.6081	0.0	30	30
188.8581	0.0	12	30
189.1629	0.0	2	30
189.1747	0.0	40	31
189.6748	0.0	30	31
189.9248	0.0	11	31
190.3939	0.0	1	31
190.3998	0.0	40	32
190.8998	0.0	30	32
191.1498	0.0	211	32
191.3998	0.0	221	32
191.4668	0.0	1	32
191.4748	0.0	40	33
191.9748	0.0	30	33
192.2248	0.0	12	33
192.5328	0.0	2	33
192.5415	0.0	40	34
193.0415	0.0	30	34
193.2915	0.0	11	34
193.6368	0.0	1	34
193.6415	0.0	40	35
194.1415	0.0	30	35
194.3915	0.0	11	35
194.8698	0.0	1	35
194.8748	0.0	40	36
195.3748	0.0	30	36
195.6248	0.0	212	36
195.8248	1.0	222	36
196.8748	0.0	40	37
197.3748	0.0	30	37
197.6249	0.0	211	37
197.8749	0.0	221	37
197.9637	0.0	1	37
197.9749	0.0	40	38
198.4749	0.0	30	38
198.7249	0.0	12	38
199.0387	0.0	2	38
199.0499	0.0	40	39
199.5499	0.0	30	39
199.7999	1.0	12	39
200.2997	0.0	2	39
200.3082	0.0	40	40
200.8082	0.0	30	40
201.0582	0.0	11	40
201.4067	0.0	1	40
201.4166	0.0	40	41
201.9166	0.0	30	41
202.1666	0.0	11	41
202.6376	0.0	1	41
202.6416	0.0	40	42
203.1416	0.0	30	42
203.3916	0.0	211	42
203.5916	1.0	221	42
204.6416	0.0	40	43
205.1416	0.0	30	43
205.3916	0.0	11	43
205.7536	0.0	1	43
205.7583	0.0	40	44
206.2583	0.0	30	44
206.5083	0.0	11	44
206.7835	0.0	1	44
206.7916	0.0	40	45
207.2916	0.0	30	45
207.5416	0.0	12	45
207.9155	0.0	2	45
207.925	0.0	40	46
208.425	0.0	30	46
208.675	0.0	12	46
208.9695	0.0	2	46
208.975	0.0	40	47
209.475	0.0	30	47
209.725	0.0	12	47
210.1905	0.0	2	47
210.2	0.0	40	48
210.7	0.0	30	48
210.95	0.0	212	48
211.2	0.0	222	48
211.2765	0.0	2	48
211.2834	0.0	40	49
211.7834	0.0	30	49
212.0334	0.0	12	49
212.3665	0.0	2	49
212.375	0.0	40	50
212.875	0.0	30	50
213.125	1.0	11	50
213.6764	0.0	1	50
213.6834	0.0	40	51
214.1834	0.0	30	51
214.4334	0.0	11	51
214.8444	0.0	1	51
214.8501	0.0	40	52
215.3501	0.0	30	52
215.6001	0.0	211	52
215.8001	1.0	221	52
216.8501	0.0	40	53
217.3501	0.0	30	53
217.6001	0.0	11	53
217.9564	0.0	1	53
217.9668	0.0	40	54
218.4668	0.0	30	54
218.7168	0.0	212	54
218.9668	1.0	222	54
219.9668	0.0	40	55
220.4668	0.0	30	55
220.7168	0.0	12	55
221.0223	0.0	2	55
221.0335	0.0	40	56
221.5335	0.0	30	56
221.7835	0.0	12	56
222.1133	0.0	2	56
222.1252	0.0	40	57
222.6252	0.0	30	57
222.8752	0.0	211	57
223.1752	0.0	221	57
223.2823	0.0	1	57
223.2918	0.0	40	58
223.7918	0.0	30	58
224.0418	0.0	11	58
224.4723	0.0	1	58
224.4835	0.0	40	59
224.9835	0.0	30	59
225.2335	0.0	12	59
225.6893	0.0	2	59
225.7002	0.0	40	60
226.2002	0.0	30	60
226.4502	1.0	12	60
226.9712	0.0	2	60
226.9752	0.0	40	61
227.4752	0.0	30	61
227.7252	0.0	12	61
228.0652	0.0	2	61
228.0752	0.0	40	62
228.5752	0.0	30	62
228.8252	1.0	11	62
229.3812	0.0	1	62
229.3919	0.0	40	63
229.8919	0.0	30	63
230.1419	0.0	11	63
230.5512	0.0	1	63
230.5586	0.0	40	64
231.0586	0.0	30	64
231.3086	0.0	212	64
231.5586	1.0	222	64
232.5586	0.0	70	0
232.5586	0.0	experiment_block_end	0
249.9638	0.0	3	0
249.9755	0.0	rest_block_start	0
249.9755	2.0	80	0
251.9839	2.0	80	0
253.9922	2.0	80	0
256.0006	2.0	80	0
258.0089	2.0	80	0
260.0173	2.0	80	0
262.0257	2.0	80	0
264.034	2.0	80	0
267.5507	0.0	rest_block_end	0
267.5507	0.0	experiment_block_start	0
267.5507	0.0	40	1
268.0507	0.0	30	1
268.3007	0.0	12	1
268.7405	0.0	2	1
268.7507	0.0	40	2
269.2507	0.0	30	2
269.5008	0.0	11	2
269.7814	0.0	1	2
269.7924	0.0	40	3
270.2924	0.0	30	3
270.5424	0.0	11	3
270.9494	0.0	1	3
270.9591	0.0	40	4
271.4591	0.0	30	4
271.7091	0.0	211	4
272.0091	1.0	221	4
272.9591	0.0	40	5
273.4591	0.0	30	5
273.7091	0.0	12	5
274.0244	0.0	2	5
274.0341	0.0	40	6
274.5341	0.0	30	6
274.7841	0.0	12	6
275.0514	0.0	2	6
275.0592	0.0	40	7
275.5592	0.0	30	7
275.8092	0.0	212	7
276.1592	0.0	222	7
276.2723	0.0	2	7
276.2842	0.0	40	8
276.7842	0.0	30	8
277.0342	0.0	11	8
277.4163	0.0	1	8
277.4258	0.0	40	9
277.9259	0.0	30	9
278.1759	0.0	11	9
278.4843	0.0	1	9
278.4925	0.0	40	10
278.9925	0.0	30	10
279.2425	0.0	211	10
279.5425	0.0	221	10
279.5923	0.0	1	10
279.6009	0.0	40	11
280.1009	0.0	30	11
280.3509	0.0	11	11
280.7883	0.0	1	11
280.7926	0.0	40	12
281.2926	0.0	30	12
281.5426	1.0	12	12
282.0923	0.0	2	12
282.1009	0.0	40	13
282.6009	0.0	30	13
282.8509	0.0	12	13
283.2712	0.0	2	13
283.2759	0.0	40	14
283.7759	0.0	30	14
284.0259	0.0	12	14
284.4982	0.0	1	14
284.5093	0.0	40	15
285.0093	0.0	30	15
285.2593	0.0	11	15
285.5852	0.0	1	15
285.5926	0.0	40	16
286.0926	0.0	30	16
286.3426	0.0	212	16
286.5926	1.0	222	16
287.5926	0.0	40	17
288.0926	0.0	30	17
288.3427	0.0	12	17
288.7551	0.0	2	17
288.7593	0.0	40	18
289.2593	0.0	30	18
289.5093	0.0	12	18
289.8061	0.0	2	18
289.8177	0.0	40	19
290.3177	0.0	30	19
290.5677	0.0	11	19
291.0531	0.0	1	19
291.0593	0.0	40	20
291.5594	0.0	30	20
291.8094	0.0	211	20
292.1094	0.0	221	20
292.152	0.0	1	20
292.1594	0.0	40	21
292.6594	0.0	30	21
292.9094	0.0	11	21
293.317	0.0	1	21
293.326	0.0	40	22
293.826	0.0	30	22
294.0761	0.0	11	22
294.442	0.0	1	22
294.4511	0.0	40	23
294.9511	0.0	30	23
295.2011	0.0	12	23
295.695	0.0	2	23
295.7011	0.0	40	24
296.2011	0.0	30	24
296.4511	0.0	212	24
296.7011	1.0	222	24
297.7011	0.0	40	25
298.2011	0.0	30	25
298.4511	0.0	11	25
298.7859	0.0	1	25
298.7928	0.0	40	26
299.2928	0.0	30	26
299.5428	0.0	11	26
300.0129	0.0	1	26
300.0178	0.0	40	27
300.5178	0.0	30	27
300.7678	0.0	11	27
301.0899	0.0	1	27
301.1011	0.0	40	28
301.6011	0.0	30	28
301.8512	1.0	12	28
302.3599	0.0	2	28
302.3678	0.0	40	29
302.8678	0.0	30	29
303.1178	0.0	212	29
303.4178	0.0	222	29
303.4498	0.0	2	29
303.4595	0.0	40	30
303.9595	0.0	30	30
304.2095	0.0	12	30
304.5198	0.0	2	30
304.5262	0.0	40	31
305.0262	0.0	30	31
305.2762	0.0	12	31
305.5828	0.0	2	31
305.5929	0.0	40	32
306.0929	0.0	30	32
306.3429	0.0	211	32
306.5929	1.0	221	32
307.5929	0.0	40	33
308.0929	0.0	30	33
308.3429	0.0	12	33
308.7658	0.0	2	33
308.7762	0.0	40	34
309.2762	0.0	30	34
309.5262	0.0	11	34
309.9387	0.0	1	34
309.9429	0.0	40	35
310.4429	0.0	30	35
310.6929	0.0	11	35
311.1827	0.0	1	35
311.1929	0.0	40	36
311.6929	0.0	30	36
311.9429	0.0	11	36
312.3967	0.0	1	36
312.4013	0.0	40	37
312.9013	0.0	30	37
313.1513	0.0	12	37
313.6237	0.0	2	37
313.6346	0.0	40	38
314.1346	0.0	30	38
314.3846	0.0	12	38
314.7776	0.0	2	38
314.7846	0.0	40	39
315.2846	0.0	30	39
315.5347	0.0	212	39
315.8347	1.0	222	39
316.7847	0.0	40	40
317.2847	0.0	30	40
317.5347	0.0	211	40
317.8847	0.0	221	40
317.8896	0.0	1	40
317.9014	0.0	40	41
318.4014	0.0	30	41
318.6514	1.0	11	41
319.2026	0.0	1	41
319.2097	0.0	40	42
319.7097	0.0	30	42
319.9597	1.0	11	42
320.4846	0.0	2	42
320.493	0.0	40	43
320.9931	0.0	30	43
321.2431	0.0	212	43
321.5431	0.0	222	43
321.6185	0.0	2	43
321.6264	0.0	40	44
322.1264	0.0	30	44
322.3764	0.0	11	44
322.7336	0.0	1	44
322.7431	0.0	40	45
323.2431	0.0	30	45
323.4931	0.0	211	45
323.7431	0.0	221	45
323.8485	0.0	1	45
323.8598	0.0	40	46
324.3598	0.0	30	46
324.6098	0.0	12	46
325.1025	0.0	2	46
325.1098	0.0	40	47
325.6098	0.0	30	47
325.8598	1.0	12	47
326.4495	0.0	2	47
326.4598	0.0	40	48
326.9598	0.0	30	48
327.2098	0.0	12	48
327.5304	0.0	2	48
327.5348	0.0	40	49
328.0348	0.0	30	49
328.2848	0.0	211	49
328.4848	1.0	221	49
329.5348	0.0	40	50
330.0348	0.0	30	50
330.2848	0.0	11	50
330.6444	0.0	1	50
330.6515	0.0	40	51
331.1515	0.0	30	51
331.4015	1.0	12	51
332.0444	0.0	2	51
332.0515	0.0	40	52
332.5515	0.0	30	52
332.8015	0.0	12	52
333.1573	0.0	2	52
333.1682	0.0	40	53
333.6682	0.0	30	53
333.9182	1.0	12	53
334.4823	0.0	2	53
334.4932	0.0	40	54
334.9932	0.0	30	54
335.2432	1.0	11	54
335.8043	0.0	1	54
335.8099	0.0	40	55
336.3099	0.0	30	55
336.5599	0.0	11	55
336.8732	0.0	1	55
336.8849	0.0	40	56
337.3849	0.0	30	56
337.6349	0.0	212	56
337.8849	0.0	222	56
338.0572	0.0	2	56
338.0683	0.0	40	57
338.5683	0.0	30	57
338.8183	0.0	211	57
339.0266	1.0	221	57
340.0683	0.0	40	58
340.5683	0.0	30	58
340.8183	0.0	212	58
341.0683	1.0	222	58
342.0683	0.0	40	59
342.5683	0.0	30	59
342.8183	0.0	11	59
343.2041	0.0	1	59
343.21	0.0	40	60
343.71	0.0	30	60
343.96	0.0	11	60
344.2991	0.0	1	60
344.31	0.0	40	61
344.81	0.0	30	61
345.06	0.0	12	61
345.4841	0.0	2	61
345.4934	0.0	40	62
345.9934	0.0	30	62
346.2434	0.0	12	62
346.7231	0.0	2	62
346.735	0.0	40	63
347.2351	0.0	30	63
347.4851	0.0	12	63
347.9071	0.0	2	63
347.9184	0.0	40	64
348.4184	0.0	30	64
348.6684	0.0	11	64
349.1281	0.0	1	64
349.1351	0.0	70	0
349.1351	0.0	experiment_block_end	0
366.5138	0.0	3	0
366.5186	0.0	rest_block_start	0
366.5186	2.0	80	0
368.527	2.0	80	0
370.5353	2.0	80	0
372.5437	2.0	80	0
374.5521	2.0	80	0
376.5604	2.0	80	0
378.5688	2.0	80	0
380.5771	2.0	80	0
384.0938	0.0	rest_block_end	0
384.0938	0.0	experiment_block_start	0
384.0938	0.0	40	1
384.5938	0.0	30	1
384.8438	0.0	11	1
385.3024	0.0	1	1
385.3105	0.0	40	2
385.8105	0.0	30	2
386.0605	0.0	11	2
386.3684	0.0	1	2
386.3772	0.0	40	3
386.8772	0.0	30	3
387.1272	0.0	12	3
387.4864	0.0	2	3
387.4939	0.0	40	4
387.9939	0.0	30	4
388.2439	0.0	12	4
388.5593	0.0	2	4
388.5689	0.0	40	5
389.0689	0.0	30	5
389.3189	1.0	11	5
389.8224	0.0	1	5
389.8272	0.0	40	6
390.3272	0.0	30	6
390.5773	0.0	211	6
390.8773	1.0	221	6
391.8273	0.0	40	7
392.3273	0.0	30	7
392.5773	0.0	12	7
392.8663	0.0	2	7
392.8773	0.0	40	8
393.3773	0.0	30	8
393.6273	0.0	212	8
393.8772	0.0	2	8
393.8856	0.0	40	9
394.3856	0.0	30	9
394.6356	0.0	11	9
395.0322	0.0	1	9
395.044	0.0	40	10
395.544	0.0	30	10
395.794	0.0	12	10
396.0992	0.0	2	10
396.1107	0.0	40	11
396.6107	0.0	30	11
396.8607	0.0	12	11
397.1612	0.0	2	11
397.169	0.0	40	12
397.669	0.0	30	12
397.919	0.0	11	12
398.3522	0.0	1	12
398.3607	0.0	40	13
398.8607	0.0	30	13
399.1107	0.0	11	13
399.5571	0.0	1	13
399.569	0.0	40	14
400.069	0.0	30	14
400.319	0.0	211	14
400.619	1.0	221	14
401.5691	0.0	40	15
402.0691	0.0	30	15
402.3191	0.0	12	15
402.6801	0.0	2	15
402.6857	0.0	40	16
403.1857	0.0	30	16
403.4357	0.0	212	16
403.7857	0.0	222	16
403.7861	0.0	2	16
403.7941	0.0	40	17
404.2941	0.0	30	17
404.5441	0.0	11	17
404.9241	0.0	1	17
404.9358	0.0	40	18
405.4358	0.0	30	18
405.6858	0.0	12	18
406.135	0.0	2	18
406.1441	0.0	40	19
406.6441	0.0	30	19
406.8941	0.0	12	19
407.213	0.0	2	19
407.2191	0.0	40	20
407.7191	0.0	30	20
407.9691	0.0	11	20
408.375	0.0	1	20
408.3858	0.0	40	21
408.8858	0.0	30	21
409.1358	0.0	11	21
409.46	0.0	1	21
409.4692	0.0	40	22
409.9692	0.0	30	22
410.2192	0.0	12	22
410.5419	0.0	2	22
410.5525	0.0	40	23
411.0525	0.0	30	23
411.3025	0.0	212	23
411.6025	1.0	222	23
412.5525	0.0	40	24
413.0525	0.0	30	24
413.3025	0.0	211	24
413.6359	0.0	1	24
413.6442	0.0	40	25
414.1442	0.0	30	25
414.3942	0.0	11	25
414.6479	0.0	1	25
414.6609	0.0	40	26
415.1609	0.0	30	26
415.4109	0.0	11	26
415.8779	0.0	1	26
415.8859	0.0	40	27
416.3859	0.0	30	27
416.6359	0.0	11	27
417.0898	0.0	1	27
417.0943	0.0	40	28
417.5943	0.0	30	28
417.8443	1.0	12	28
418.5168	0.0	2	28
418.5276	0.0	40	29
419.0276	0.0	30	29
419.2776	0.0	12	29
419.5918	0.0	2	29
419.6026	0.0	40	30
420.1026	0.0	30	30
420.3526	0.0	12	30
420.8108	0.0	2	30
420.8193	0.0	40	31
421.3193	0.0	30	31
421.5693	0.0	212	31
421.8693	0.0	222	31
422.0127	0.0	2	31
422.0193	0.0	40	32
422.5193	0.0	30	32
422.7693	0.0	211	32
423.0193	0.0	221	32
423.0797	0.0	1	32
423.086	0.0	40	33
423.586	0.0	30	33
423.836	0.0	211	33
424.036	1.0	221	33
425.086	0.0	40	34
425.586	0.0	30	34
425.836	0.0	11	34
426.1927	0.0	1	34
426.2027	0.0	40	35
426.7027	0.0	30	35
426.9527	0.0	12	35
427.3647	0.0	2	35
427.3694	0.0	40	36
427.8694	0.0	30	36
428.1194	0.0	12	36
428.5776	0.0	2	36
428.5861	0.0	40	37
429.0861	0.0	30	37
429.3361	0.0	11	37
429.7866	0.0	1	37
429.7944	0.0	40	38
430.2944	0.0	30	38
430.5444	0.0	11	38
430.9056	0.0	1	38
430.9111	0.0	40	39
431.4111	0.0	30	39
431.6611	0.0	12	39
432.0716	0.0	2	39
432.0778	0.0	40	40
432.5778	0.0	30	40
432.8278	0.0	212	40
433.0778	1.0	222	40
434.0778	0.0	40	41
434.5778	0.0	30	41
434.8278	0.0	12	41
435.1695	0.0	2	41
435.1778	0.0	40	42
435.6778	0.0	30	42
435.9278	0.0	211	42
436.2278	0.0	221	42
436.2805	0.0	1	42
436.2862	0.0	40	43
436.7862	0.0	30	43
437.0362	0.0	12	43
437.5125	0.0	2	43
437.5195	0.0	40	44
438.0195	0.0	30	44
438.2695	0.0	212	44
438.5195	0.0	222	44
438.6024	0.0	2	44
438.6112	0.0	40	45
439.1112	0.0	30	45
439.3612	1.0	11	45
439.9164	0.0	1	45
439.9279	0.0	40	46
440.4279	0.0	30	46
440.6779	0.0	12	46
441.1634	0.0	2	46
441.1695	0.0	40	47
441.6696	0.0	30	47
441.9196	0.0	11	47
442.3674	0.0	1	47
442.3779	0.0	40	48
442.8779	0.0	30	48
443.1279	0.0	11	48
443.4954	0.0	1	48
443.5029	0.0	40	49
444.0029	0.0	30	49
444.2529	0.0	212	49
444.4529	1.0	222	49
445.5029	0.0	40	50
446.0029	0.0	30	50
446.2529	0.0	12	50
446.6733	0.0	2	50
446.678	0.0	40	51
447.178	0.0	30	51
447.428	0.0	12	51
447.7693	0.0	2	51
447.778	0.0	40	52
448.278	0.0	30	52
448.528	0.0	11	52
449.0093	0.0	1	52
449.0196	0.0	40	53
449.5197	0.0	30	53
449.7697	1.0	12	53
450.2682	0.0	2	53
450.278	0.0	40	54
450.778	0.0	30	54
451.028	0.0	11	54
451.4372	0.0	1	54
451.4447	0.0	40	55
451.9447	0.0	30	55
452.1947	1.0	11	55
452.8022	0.0	1	55
452.8114	0.0	40	56
453.3114	0.0	30	56
453.5614	0.0	211	56
