onset	duration	code	trial_number
0.0097	0.0	70	0
0.0097	0.0	train_block_end	0
18.8486	0.0	3	0
18.86	0.0	rest_block_start	0
18.86	2.0	80	0
20.8684	2.0	80	0
22.8767	2.0	80	0
24.8851	2.0	80	0
26.8935	2.0	80	0
28.9018	2.0	80	0
30.9102	2.0	80	0
32.9185	2.0	80	0
36.4353	0.0	rest_block_end	0
36.4353	0.0	experiment_block_start	0
36.4353	0.0	40	1
36.9353	0.0	30	1
37.1853	1.0	12	1
37.7603	0.0	2	1
37.7686	0.0	40	2
38.2686	0.0	30	2
38.5186	1.0	12	2
39.0813	0.0	2	2
39.0853	0.0	40	3
39.5853	0.0	30	3
39.8353	0.0	11	3
40.2763	0.0	1	3
40.2853	0.0	40	4
40.7853	0.0	30	4
41.0353	1.0	12	4
41.6243	0.0	2	4
41.6353	0.0	40	5
42.1354	0.0	30	5
42.3854	0.0	11	5
42.6622	0.0	1	5
42.6687	0.0	40	6
43.1687	0.0	30	6
43.4187	0.0	11	6
43.7132	0.0	1	6
43.7187	0.0	40	7
44.2187	0.0	30	7
44.4687	0.0	211	7
44.8687	0.0	221	7
44.8902	0.0	1	7
44.9021	0.0	40	8
45.4021	0.0	30	8
45.6521	0.0	212	8
46.0021	0.0	222	8
46.0592	0.0	2	8
46.0687	0.0	40	9
46.5688	0.0	30	9
46.8188	0.0	211	9
47.0672	0.0	1	9
47.0771	0.0	40	10
47.5771	0.0	30	10
47.8271	0.0	11	10
48.1202	0.0	1	10
48.1271	0.0	40	11
48.6271	0.0	30	11
48.8771	1.0	12	11
49.4751	0.0	2	11
49.4855	0.0	40	12
49.9855	0.0	30	12
50.2355	0.0	11	12
50.4821	0.0	1	12
50.4938	0.0	40	13
50.9938	0.0	30	13
51.2438	0.0	11	13
51.6211	0.0	1	13
51.6272	0.0	40	14
52.1272	0.0	30	14
52.3772	1.0	12	14
52.9691	0.0	2	14
52.9772	0.0	40	15
53.4772	0.0	30	15
53.7272	1.0	12	15
54.3761	0.0	2	15
54.3855	0.0	40	16
54.8855	0.0	30	16
55.1356	0.0	212	16
55.3856	0.0	222	16
55.532	0.0	2	16
55.5439	0.0	40	17
56.0439	0.0	30	17
56.2939	1.0	11	17
56.804	0.0	1	17
56.8106	0.0	40	18
57.3106	0.0	30	18
57.5606	1.0	11	18
58.069	0.0	1	18
58.0773	0.0	40	19
58.5773	0.0	30	19
58.8273	0.0	12	19
59.288	0.0	2	19
59.2939	0.0	40	20
59.794	0.0	30	20
60.044	0.0	12	20
60.493	0.0	2	20
60.5023	0.0	40	21
61.0023	0.0	30	21
61.2523	0.0	12	21
61.6989	0.0	2	21
61.7107	0.0	40	22
62.2107	0.0	30	22
62.4607	0.0	211	22
62.6607	1.0	221	22
63.7107	0.0	40	23
64.2107	0.0	30	23
64.4607	0.0	212	23
64.7107	0.0	222	23
64.8079	0.0	2	23
64.819	0.0	40	24
65.319	0.0	30	24
65.569	0.0	11	24
65.9309	0.0	1	24
65.9357	0.0	40	25
66.4357	0.0	30	25
66.6857	0.0	11	25
67.0479	0.0	1	25
67.0524	0.0	40	26
67.5524	0.0	30	26
67.8024	0.0	11	26
68.1659	0.0	1	26
68.1774	0.0	40	27
68.6774	0.0	30	27
68.9274	0.0	212	27
69.1274	1.0	222	27
70.1775	0.0	40	28
70.6775	0.0	30	28
70.9275	1.0	11	28
71.4688	0.0	1	28
71.4775	0.0	40	29
71.9775	0.0	30	29
72.2275	1.0	12	29
72.9178	0.0	2	29
72.9275	0.0	40	30
73.4275	0.0	30	30
73.6775	0.0	12	30
74.0998	0.0	2	30
74.1108	0.0	40	31
74.6109	0.0	30	31
74.8609	0.0	12	31
75.2387	0.0	2	31
75.2442	0.0	40	32
75.7442	0.0	30	32
75.9942	0.0	211	32
76.2442	1.0	221	32
77.2442	0.0	40	33
77.7442	0.0	30	33
77.9942	0.0	11	33
78.4847	0.0	1	33
78.4942	0.0	40	34
78.9943	0.0	30	34
79.2443	0.0	11	34
79.6167	0.0	1	34
79.6276	0.0	40	35
80.1276	0.0	30	35
80.3776	1.0	12	35
80.8867	0.0	2	35
80.8943	0.0	40	36
81.3943	0.0	30	36
81.6443	0.0	11	36
82.0936	0.0	1	36
82.1026	0.0	40	37
82.6026	0.0	30	37
82.8526	0.0	212	37
83.1527	1.0	222	37
84.1027	0.0	40	38
84.6027	0.0	30	38
84.8527	1.0	12	38
85.3886	0.0	2	38
85.3944	0.0	40	39
85.8944	0.0	30	39
86.1444	0.0	211	39
86.4944	1.0	221	39
87.3944	0.0	40	40
87.8944	0.0	30	40
88.1444	0.0	12	40
88.5466	0.0	2	40
88.5527	0.0	40	41
89.0527	0.0	30	41
89.3027	0.0	12	41
89.7326	0.0	2	41
89.7444	0.0	40	42
90.2444	0.0	30	42
90.4944	0.0	211	42
90.8944	0.0	221	42
91.0555	0.0	1	42
91.0611	0.0	40	43
91.5611	0.0	30	43
91.8111	1.0	11	43
92.3985	0.0	1	43
92.4028	0.0	40	44
92.9028	0.0	30	44
93.1528	1.0	11	44
93.7795	0.0	1	44
93.7861	0.0	40	45
94.2862	0.0	30	45
94.5362	1.0	11	45
95.2045	0.0	1	45
95.2112	0.0	40	46
95.7112	0.0	30	46
95.9612	1.0	12	46
96.6314	0.0	2	46
96.6362	0.0	40	47
97.1362	0.0	30	47
97.3862	0.0	12	47
97.8284	0.0	2	47
97.8362	0.0	40	48
98.3362	0.0	30	48
98.5862	0.0	212	48
98.9362	1.0	222	48
99.8362	0.0	40	49
100.3363	0.0	30	49
100.5863	1.0	12	49
101.1134	0.0	2	49
101.1196	0.0	40	50
101.6196	0.0	30	50
101.8696	0.0	12	50
102.3143	0.0	2	50
102.3196	0.0	40	51
102.8196	0.0	30	51
103.0696	0.0	211	51
103.4696	1.0	221	51
104.3196	0.0	40	52
104.8197	0.0	30	52
105.0697	0.0	12	52
105.4443	0.0	2	52
105.453	0.0	40	53
105.953	0.0	30	53
106.203	0.0	212	53
106.5893	0.0	2	53
106.603	0.0	40	54
107.103	0.0	30	54
107.353	0.0	11	54
107.7913	0.0	1	54
107.803	0.0	40	55
108.303	0.0	30	55
108.553	0.0	11	55
108.9373	0.0	1	55
108.9447	0.0	40	56
109.4447	0.0	30	56
109.6947	0.0	11	56
110.1312	0.0	1	56
110.1364	0.0	40	57
110.6364	0.0	30	57
110.8864	1.0	11	57
111.3922	0.0	1	57
111.4031	0.0	40	58
111.9031	0.0	30	58
112.1531	0.0	211	58
112.5531	0.0	221	58
112.6332	0.0	1	58
112.6448	0.0	40	59
113.1448	0.0	30	59
113.3948	0.0	11	59
113.8472	0.0	1	59
113.8531	0.0	40	60
114.3531	0.0	30	60
114.6031	0.0	11	60
115.0502	0.0	1	60
115.0615	0.0	40	61
115.5615	0.0	30	61
115.8115	0.0	212	61
116.1615	1.0	222	61
117.0615	0.0	40	62
117.5615	0.0	30	62
117.8115	1.0	12	62
118.4511	0.0	2	62
118.4615	0.0	40	63
118.9615	0.0	30	63
119.2115	0.0	12	63
119.6351	0.0	2	63
119.6449	0.0	40	64
120.1449	0.0	30	64
120.3949	0.0	12	64
120.8111	0.0	2	64
120.8199	0.0	70	0
120.8199	0.0	experiment_block_end	0
138.3319	0.0	3	0
138.3368	0.0	rest_block_start	0
138.3368	2.0	80	0
140.3452	2.0	80	0
142.3536	2.0	80	0
144.3619	2.0	80	0
146.3703	2.0	80	0
148.3787	2.0	80	0
150.387	2.0	80	0
152.3954	2.0	80	0
155.9121	0.0	rest_block_end	0
155.9121	0.0	experiment_block_start	0
155.9121	0.0	40	1
156.4121	0.0	30	1
156.6621	1.0	12	1
157.2106	0.0	2	1
157.2205	0.0	40	2
157.7205	0.0	30	2
157.9705	0.0	212	2
158.3705	0.0	222	2
158.4175	0.0	2	2
158.4288	0.0	40	3
158.9288	0.0	30	3
159.1788	0.0	12	3
159.6225	0.0	2	3
159.6288	0.0	40	4
160.1288	0.0	30	4
160.3788	1.0	11	4
161.0885	0.0	1	4
161.0955	0.0	40	5
161.5955	0.0	30	5
161.8455	0.0	12	5
162.2545	0.0	2	5
162.2622	0.0	40	6
162.7622	0.0	30	6
163.0122	0.0	211	6
163.3622	1.0	221	6
164.2622	0.0	40	7
164.7622	0.0	30	7
165.0123	0.0	11	7
165.4274	0.0	1	7
165.4373	0.0	40	8
165.9373	0.0	30	8
166.1873	0.0	11	8
166.6074	0.0	1	8
166.6123	0.0	40	9
167.1123	0.0	30	9
167.3623	1.0	12	9
167.9774	0.0	2	9
167.9873	0.0	40	10
168.4873	0.0	30	10
168.7373	0.0	11	10
169.0794	0.0	1	10
169.0873	0.0	40	11
169.5873	0.0	30	11
169.8373	0.0	12	11
170.1563	0.0	2	11
170.1623	0.0	40	12
170.6623	0.0	30	12
170.9123	0.0	11	12
171.3333	0.0	1	12
171.3373	0.0	40	13
171.8374	0.0	30	13
172.0874	0.0	211	13
172.4113	0.0	1	13
172.4207	0.0	40	14
172.9207	0.0	30	14
173.1707	0.0	212	14
173.5207	1.0	222	14
174.4207	0.0	40	15
174.9207	0.0	30	15
175.1707	1.0	12	15
175.6893	0.0	2	15
175.6957	0.0	40	16
176.1958	0.0	30	16
176.4458	1.0	11	16
177.0342	0.0	1	16
177.0458	0.0	40	17
177.5458	0.0	30	17
177.7958	0.0	12	17
178.2202	0.0	2	17
178.2291	0.0	40	18
178.7291	0.0	30	18
178.9791	1.0	11	18
179.5362	0.0	1	18
179.5458	0.0	40	19
180.0458	0.0	30	19
180.2958	0.0	212	19
180.6958	0.0	222	19
180.7272	0.0	2	19
180.7375	0.0	40	20
181.2375	0.0	30	20
181.4875	1.0	12	20
182.0742	0.0	2	20
182.0792	0.0	40	21
182.5792	0.0	30	21
182.8292	0.0	12	21
183.2061	0.0	2	21
183.2125	0.0	40	22
183.7125	0.0	30	22
183.9625	0.0	11	22
184.3521	0.0	1	22
184.3625	0.0	40	23
184.8626	0.0	30	23
185.1126	1.0	11	23
185.9441	0.0	1	23
185.9542	0.0	40	24
186.4542	0.0	30	24
