filename	ESS_dataRecordingUuid	ESS_inSessionRecordingNum
eeg/sub-01_ses-01_task-DriveRandomSound_run-1_eeg.set	77ba9874-b69e-4406-a5b6-fb64ce5958e4	1
eeg/sub-01_ses-01_task-DriveRandomSound_run-2_eeg.set	aa2de79b-78a4-42f4-ad29-9da0cee155c8	1
