onset	duration	sample	value
592.03125	n/a	606241	4311
592.0966796875	n/a	606308	1132
594.548828125	n/a	608819	4210
595.3212890625	n/a	609610	4312
598.6640625	n/a	613033	2622
599.025390625	n/a	613403	1321
599.171875	n/a	613553	1322
599.6884765625	n/a	614082	1131
600.5322265625	n/a	614946	4311
600.5888671875	n/a	615004	1132
600.73046875	n/a	615149	4220
601.912109375	n/a	616359	4210
603.0966796875	n/a	617572	4230
606.5966796875	n/a	621156	1321
606.7451171875	n/a	621308	1322
607.2763671875	n/a	621852	1141
608.0869140625	n/a	622682	4311
608.142578125	n/a	622739	1142
611.515625	n/a	626193	4210
612.42578125	n/a	627125	1321
612.5498046875	n/a	627252	1322
613.1357421875	n/a	627852	1131
614.025390625	n/a	628763	4311
614.080078125	n/a	628819	1132
614.3017578125	n/a	629046	4220
615.54296875	n/a	630317	4210
617.1533203125	n/a	631966	4230
621.2265625	n/a	636137	1321
621.36328125	n/a	636277	1322
621.974609375	n/a	636903	1131
622.607421875	n/a	637551	4210
622.9853515625	n/a	637938	4311
623.0517578125	n/a	638006	1132
623.1748046875	n/a	638132	4220
624.7529296875	n/a	639748	4210
625.93359375	n/a	640957	4312
626.0234375	n/a	641049	4230
629.296875	n/a	644401	1321
629.3447265625	n/a	644450	4210
629.4140625	n/a	644521	1322
630.0576171875	n/a	645180	1141
630.40234375	n/a	645533	4230
630.857421875	n/a	645999	4311
630.9140625	n/a	646057	1142
631.10546875	n/a	646253	3200
631.416015625	n/a	646571	2621
633.4775390625	n/a	648682	4210
633.607421875	n/a	648815	4312
635.447265625	n/a	650699	1321
635.556640625	n/a	650811	1322
636.2451171875	n/a	651516	1141
637.1416015625	n/a	652434	4230
637.1650390625	n/a	652458	4311
637.23046875	n/a	652525	1142
638.9228515625	n/a	654258	4210
639.7333984375	n/a	655088	4312
639.916015625	n/a	655275	2622
641.6259765625	n/a	657026	1321
641.7734375	n/a	657177	1322
642.4423828125	n/a	657862	1131
643.341796875	n/a	658783	4311
643.3984375	n/a	658841	1132
643.560546875	n/a	659007	4220
645.119140625	n/a	660603	4210
646.6201171875	n/a	662140	4312
647.67578125	n/a	663221	1321
647.7978515625	n/a	663346	1322
648.46484375	n/a	664029	1141
649.1328125	n/a	664713	4230
649.265625	n/a	664849	4311
649.3212890625	n/a	664906	1142
651.962890625	n/a	667611	4210
652.2421875	n/a	667897	4312
656.447265625	n/a	672203	1321
656.5810546875	n/a	672340	1322
657.3291015625	n/a	673106	1141
657.9169921875	n/a	673708	4230
658.18359375	n/a	673981	4311
658.240234375	n/a	674039	1142
660.4306640625	n/a	676282	4210
661.130859375	n/a	676999	4312
663.6787109375	n/a	679608	1321
663.8056640625	n/a	679738	1322
664.5791015625	n/a	680530	1141
665.0009765625	n/a	680962	4311
665.0244140625	n/a	680986	1142
665.1259765625	n/a	681090	4312
669.53125	n/a	685601	1321
669.662109375	n/a	685735	1322
670.455078125	n/a	686547	1141
671.27734375	n/a	687389	4230
671.2998046875	n/a	687412	4311
671.3544921875	n/a	687468	1142
672.6162109375	n/a	688760	3200
673.1669921875	n/a	689324	2621
673.568359375	n/a	689735	4210
674.1884765625	n/a	690370	4312
675.7275390625	n/a	691946	1321
675.849609375	n/a	692071	1322
676.681640625	n/a	692923	1141
677.28125	n/a	693537	4230
677.6259765625	n/a	693890	4311
677.6923828125	n/a	693958	1142
681.41796875	n/a	697773	2622
681.5341796875	n/a	697892	4210
681.5439453125	n/a	697902	4312
681.9482421875	n/a	698316	1321
682.087890625	n/a	698459	1322
682.908203125	n/a	699299	1131
683.1640625	n/a	699561	4311
683.1748046875	n/a	699572	1132
684.5166015625	n/a	700946	4312
687.916015625	n/a	704427	4230
689.666015625	n/a	706219	4210
690.2978515625	n/a	706866	1321
690.4052734375	n/a	706976	1322
690.96875	n/a	707553	4230
691.2822265625	n/a	707874	1141
692.1484375	n/a	708761	4311
692.2041015625	n/a	708818	1142
695.2548828125	n/a	711942	4210
695.7353515625	n/a	712434	4312
697.5986328125	n/a	714342	1321
697.7216796875	n/a	714468	1322
698.63671875	n/a	715405	1141
699.4462890625	n/a	716234	4230
699.5341796875	n/a	716324	4311
699.5908203125	n/a	716382	1142
701.673828125	n/a	718515	4210
704.0791015625	n/a	720978	1321
704.1875	n/a	721089	1322
704.8193359375	n/a	721736	4312
705.1396484375	n/a	722064	1141
705.794921875	n/a	722735	4230
705.9619140625	n/a	722906	4311
706.0166015625	n/a	722962	1142
708.240234375	n/a	725239	4210
709.8095703125	n/a	726846	4230
710.37890625	n/a	727429	1321
710.5185546875	n/a	727572	1322
711.4443359375	n/a	728520	1131
712.3212890625	n/a	729418	4210
712.5439453125	n/a	729646	4311
712.62109375	n/a	729725	1132
712.7333984375	n/a	729840	4220
713.462890625	n/a	730587	3200
713.9189453125	n/a	731054	2621
714.744140625	n/a	731899	4210
715.7939453125	n/a	732974	4230
716.8525390625	n/a	734058	1321
716.9833984375	n/a	734192	1322
717.828125	n/a	735057	4210
717.94140625	n/a	735173	1141
718.474609375	n/a	735719	4230
718.685546875	n/a	735935	4311
718.73046875	n/a	735981	1142
720.3427734375	n/a	737632	4210
720.6923828125	n/a	737990	4312
721.919921875	n/a	739247	2622
726.0546875	n/a	743481	1131
726.7626953125	n/a	744206	4311
726.802734375	n/a	744247	1132
727.2529296875	n/a	744708	4220
727.732421875	n/a	745199	4210
728.7431640625	n/a	746234	4230
732.1787109375	n/a	749752	1321
732.3095703125	n/a	749886	1322
732.7646484375	n/a	750352	4210
733.404296875	n/a	751007	4312
735.564453125	n/a	753219	4230
737.779296875	n/a	755487	1321
737.9130859375	n/a	755624	1322
738.947265625	n/a	756683	1131
739.3017578125	n/a	757046	4210
739.7900390625	n/a	757546	4311
739.8466796875	n/a	757604	1132
740.087890625	n/a	757851	4220
741.21875	n/a	759009	4210
742.1083984375	n/a	759920	4230
743.857421875	n/a	761711	4210
745.3271484375	n/a	763216	4312
745.3740234375	n/a	763264	1131
746.1513671875	n/a	764060	4311
746.1962890625	n/a	764106	1132
748.0771484375	n/a	766032	4230
750.4033203125	n/a	768414	1321
750.5341796875	n/a	768548	1322
751.50390625	n/a	769541	4210
751.50390625	n/a	769541	4312
751.6181640625	n/a	769658	1141
751.9833984375	n/a	770032	4230
752.7060546875	n/a	770772	4311
752.7841796875	n/a	770852	1142
