filename	acq_time
fmap/sub-0426_magnitude1.nii	2021-07-16T17:18:03.045000
fmap/sub-0426_magnitude2.nii	2021-07-16T17:18:03.045000
fmap/sub-0426_phasediff.nii	2021-07-16T17:18:03.045000
func/sub-0426_task-soc21gng_bold.nii	2021-07-16T17:22:51.427500
func/sub-0426_task-rest_bold.nii	2021-07-16T17:35:52.100000
anat/sub-0426_T1w.nii	2021-07-16T17:43:50.895000
anat/sub-0426_T2w.nii	2021-07-16T17:50:38.557500
