onset	duration	sample	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
124.2312727273	n/a	136654.4	show_cross	n/a	n/a	n/a	33	1	cross.bmp
124.7385454545	n/a	137212.4	show_face	famous_face	immediate_repeat	1	33	6	f034.bmp
125.2858181818	n/a	137814.4	left_press	n/a	n/a	n/a	33	256	n/a
125.6976363636	n/a	138267.4	show_circle	n/a	n/a	n/a	33	0	circle.bmp
127.3976363636	n/a	140137.4	show_cross	n/a	n/a	n/a	34	1	cross.bmp
128.0458181818	n/a	140850.4	show_face	scrambled_face	first_show	n/a	34	17	s049.bmp
128.8858181818	n/a	141774.4	show_circle	n/a	n/a	n/a	34	0	circle.bmp
128.9612727273	n/a	141857.4	right_press	n/a	n/a	n/a	34	4096	n/a
130.5858181818	n/a	143644.4	show_cross	n/a	n/a	n/a	35	1	cross.bmp
131.1867272727	n/a	144305.4	show_face	scrambled_face	immediate_repeat	1	35	18	s049.bmp
131.9867272727	n/a	145185.4	left_press	n/a	n/a	n/a	35	256	n/a
132.0058181818	n/a	145206.4	show_circle	n/a	n/a	n/a	35	0	circle.bmp
133.7058181818	n/a	147076.4	show_cross	n/a	n/a	n/a	36	1	cross.bmp
134.3103636364	n/a	147741.4	show_face	famous_face	delayed_repeat	10	36	7	f021.bmp
135.1458181818	n/a	148660.4	show_circle	n/a	n/a	n/a	36	0	circle.bmp
135.364	n/a	148900.4	left_press	n/a	n/a	n/a	36	256	n/a
136.8458181818	n/a	150530.4	show_cross	n/a	n/a	n/a	37	1	cross.bmp
137.4012727273	n/a	151141.4	show_face	scrambled_face	first_show	n/a	37	17	s089.bmp
138.3221818182	n/a	152154.4	right_press	n/a	n/a	n/a	37	4096	n/a
138.3430909091	n/a	152177.4	show_circle	n/a	n/a	n/a	37	0	circle.bmp
140.0430909091	n/a	154047.4	show_cross	n/a	n/a	n/a	38	1	cross.bmp
140.5749090909	n/a	154632.4	show_face	scrambled_face	immediate_repeat	1	38	18	s089.bmp
141.4203636364	n/a	155562.4	show_circle	n/a	n/a	n/a	38	0	circle.bmp
141.784	n/a	155962.4	right_press	n/a	n/a	n/a	38	4096	n/a
143.1203636364	n/a	157432.4	show_cross	n/a	n/a	n/a	39	1	cross.bmp
143.6485454545	n/a	158013.4	show_face	famous_face	first_show	n/a	39	5	f060.bmp
144.5221818182	n/a	158974.4	show_circle	n/a	n/a	n/a	39	0	circle.bmp
144.6958181818	n/a	159165.4	left_press	n/a	n/a	n/a	39	256	n/a
146.2221818182	n/a	160844.4	show_cross	n/a	n/a	n/a	40	1	cross.bmp
146.7394545455	n/a	161413.4	show_face	famous_face	immediate_repeat	1	40	6	f060.bmp
147.324	n/a	162056.4	right_press	n/a	n/a	n/a	40	4096	n/a
147.7021818182	n/a	162472.4	show_circle	n/a	n/a	n/a	40	0	circle.bmp
149.4021818182	n/a	164342.4	show_cross	n/a	n/a	n/a	41	1	cross.bmp
149.8630909091	n/a	164849.4	show_face	scrambled_face	delayed_repeat	12	41	19	s012.bmp
150.7458181818	n/a	165820.4	show_circle	n/a	n/a	n/a	41	0	circle.bmp
150.9221818182	n/a	166014.4	right_press	n/a	n/a	n/a	41	4096	n/a
152.4458181818	n/a	167690.4	show_cross	n/a	n/a	n/a	42	1	cross.bmp
152.954	n/a	168249.4	show_face	famous_face	first_show	n/a	42	5	f129.bmp
153.7794545455	n/a	169157.4	show_circle	n/a	n/a	n/a	42	0	circle.bmp
153.9694545455	n/a	169366.4	left_press	n/a	n/a	n/a	42	256	n/a
155.4794545455	n/a	171027.4	show_cross	n/a	n/a	n/a	43	1	cross.bmp
155.994	n/a	171593.4	show_face	scrambled_face	delayed_repeat	12	43	19	s037.bmp
156.8358181818	n/a	172519.4	show_circle	n/a	n/a	n/a	43	0	circle.bmp
156.8903636364	n/a	172579.4	right_press	n/a	n/a	n/a	43	4096	n/a
158.5358181818	n/a	174389.4	show_cross	n/a	n/a	n/a	44	1	cross.bmp
159.084	n/a	174992.4	show_face	scrambled_face	first_show	n/a	44	17	s068.bmp
159.9730909091	n/a	175970.4	show_circle	n/a	n/a	n/a	44	0	circle.bmp
160.3776363636	n/a	176415.4	left_press	n/a	n/a	n/a	44	256	n/a
161.6730909091	n/a	177840.4	show_cross	n/a	n/a	n/a	45	1	cross.bmp
162.3094545455	n/a	178540.4	show_face	scrambled_face	immediate_repeat	1	45	18	s068.bmp
163.0530909091	n/a	179358.4	left_press	n/a	n/a	n/a	45	256	n/a
163.2394545455	n/a	179563.4	show_circle	n/a	n/a	n/a	45	0	circle.bmp
164.9394545455	n/a	181433.4	show_cross	n/a	n/a	n/a	46	1	cross.bmp
165.5494545455	n/a	182104.4	show_face	unfamiliar_face	first_show	n/a	46	13	u092.bmp
166.3530909091	n/a	182988.4	right_press	n/a	n/a	n/a	46	4096	n/a
166.4830909091	n/a	183131.4	show_circle	n/a	n/a	n/a	46	0	circle.bmp
168.1830909091	n/a	185001.4	show_cross	n/a	n/a	n/a	47	1	cross.bmp
168.7230909091	n/a	185595.4	show_face	famous_face	first_show	n/a	47	5	f062.bmp
169.6503636364	n/a	186615.4	show_circle	n/a	n/a	n/a	47	0	circle.bmp
169.8967272727	n/a	186886.4	right_press	n/a	n/a	n/a	47	4096	n/a
171.3503636364	n/a	188485.4	show_cross	n/a	n/a	n/a	48	1	cross.bmp
171.9976363636	n/a	189197.4	show_face	famous_face	first_show	n/a	48	5	f128.bmp
172.864	n/a	190150.4	right_press	n/a	n/a	n/a	48	4096	n/a
172.9785454545	n/a	190276.4	show_circle	n/a	n/a	n/a	48	0	circle.bmp
174.6785454545	n/a	192146.4	show_cross	n/a	n/a	n/a	49	1	cross.bmp
175.2049090909	n/a	192725.4	show_face	scrambled_face	first_show	n/a	49	17	s111.bmp
176.0303636364	n/a	193633.4	show_circle	n/a	n/a	n/a	49	0	circle.bmp
177.1794545455	n/a	194897.4	right_press	n/a	n/a	n/a	49	4096	n/a
177.7303636364	n/a	195503.4	show_cross	n/a	n/a	n/a	50	1	cross.bmp
178.3458181818	n/a	196180.4	show_face	scrambled_face	immediate_repeat	1	50	18	s111.bmp
179.2012727273	n/a	197121.4	right_press	n/a	n/a	n/a	50	4096	n/a
179.3203636364	n/a	197252.4	show_circle	n/a	n/a	n/a	50	0	circle.bmp
