onset	duration	sample	value	gid
2216.6884765625	n/a	2269890	1321	4018
2218.396484375	n/a	2271639	2120	0
2220.337890625	n/a	2273627	1322	4018
2220.337890625	n/a	2273627	1311	1169
2224.0283203125	n/a	2277406	2110	0
2224.6005859375	n/a	2277992	1312	1169
2224.6005859375	n/a	2277992	1311	1061
2228.646484375	n/a	2282135	2110	0
2229.21875	n/a	2282721	1312	1061
2229.21875	n/a	2282721	1321	4012
2230.484375	n/a	2284017	2120	0
2232.646484375	n/a	2286231	1322	4012
2232.646484375	n/a	2286231	1331	4024
2236.35546875	n/a	2290029	2110	0
2236.958984375	n/a	2290647	1332	4024
2236.958984375	n/a	2290647	1311	1248
2240.9482421875	n/a	2294732	2110	0
2241.5458984375	n/a	2295344	1312	1248
2241.5458984375	n/a	2295344	1311	1151
2245.6455078125	n/a	2299542	2110	0
2246.271484375	n/a	2300183	1312	1151
2246.271484375	n/a	2300183	1311	1084
2249.787109375	n/a	2303783	2110	0
2250.4072265625	n/a	2304418	1312	1084
2250.4072265625	n/a	2304418	1311	1178
2254.763671875	n/a	2308879	2110	0
2255.3564453125	n/a	2309486	1312	1178
2255.3564453125	n/a	2309486	1311	1000
2260.6826171875	n/a	2314940	2110	0
2261.603515625	n/a	2315883	1312	1000
2261.603515625	n/a	2315883	1212	0
2274.091796875	n/a	2328671	1231	0
2274.091796875	n/a	2328671	1311	1190
2279.08984375	n/a	2333789	2110	0
2279.681640625	n/a	2334395	1312	1190
2279.681640625	n/a	2334395	1311	1059
2284.68359375	n/a	2339517	2110	0
2285.2841796875	n/a	2340132	1312	1059
2285.2841796875	n/a	2340132	1311	1207
2288.9296875	n/a	2343865	2110	0
2289.5439453125	n/a	2344494	1312	1207
2289.5439453125	n/a	2344494	1311	1154
2293.025390625	n/a	2348059	2110	0
2293.6123046875	n/a	2348660	1312	1154
2293.6123046875	n/a	2348660	1321	4006
2295.6435546875	n/a	2350740	2120	0
2297.3662109375	n/a	2352504	1322	4006
2297.3662109375	n/a	2352504	1311	1150
2302.11328125	n/a	2357365	2110	0
2302.7001953125	n/a	2357966	1312	1150
2302.7001953125	n/a	2357966	1311	1045
2307.0087890625	n/a	2362378	2110	0
2307.62109375	n/a	2363005	1312	1045
2307.62109375	n/a	2363005	1311	1080
2313.1533203125	n/a	2368670	2110	0
2313.767578125	n/a	2369299	1312	1080
2313.767578125	n/a	2369299	1311	1232
2318.2568359375	n/a	2373896	2110	0
2318.8759765625	n/a	2374530	1312	1232
2318.8759765625	n/a	2374530	1311	1121
2323.1123046875	n/a	2378868	2110	0
2327.2626953125	n/a	2383118	1312	1121
2327.2626953125	n/a	2383118	1311	1123
2331.7998046875	n/a	2387764	2110	0
2372.1513671875	n/a	2429084	1312	1123
2372.1513671875	n/a	2429084	1311	1092
2377.814453125	n/a	2434883	2110	0
2380.208984375	n/a	2437335	1312	1092
2380.208984375	n/a	2437335	1311	1212
2385.75	n/a	2443009	2110	0
2386.349609375	n/a	2443623	1312	1212
2386.349609375	n/a	2443623	1311	1234
2390.91015625	n/a	2448293	2110	0
2391.515625	n/a	2448913	1312	1234
2391.515625	n/a	2448913	1311	1242
2394.9501953125	n/a	2452430	2110	0
2430.25	n/a	2488577	1312	1242
2430.25	n/a	2488577	1321	4002
2432.796875	n/a	2491185	2120	0
2440.302734375	n/a	2498871	1322	4002
2440.302734375	n/a	2498871	1311	1149
2446.01953125	n/a	2504725	2110	0
2446.6005859375	n/a	2505320	1312	1149
2446.6005859375	n/a	2505320	1321	4009
2448.1474609375	n/a	2506904	2120	0
2450.091796875	n/a	2508895	1322	4009
2450.091796875	n/a	2508895	1311	1002
2454.8369140625	n/a	2513754	2110	0
2455.423828125	n/a	2514355	1312	1002
2455.423828125	n/a	2514355	1311	1230
2459.2275390625	n/a	2518250	2110	0
2459.8271484375	n/a	2518864	1312	1230
2459.8271484375	n/a	2518864	1311	1220
2463.3076171875	n/a	2522428	2110	0
2463.91015625	n/a	2523045	1312	1220
2463.91015625	n/a	2523045	1311	1137
2467.451171875	n/a	2526671	2110	0
2468.025390625	n/a	2527259	1312	1137
2468.025390625	n/a	2527259	1311	1071
2471.4912109375	n/a	2530808	2110	0
2472.078125	n/a	2531409	1312	1071
2472.078125	n/a	2531409	1311	1015
2475.8828125	n/a	2535305	2110	0
2476.4716796875	n/a	2535908	1312	1015
2476.4716796875	n/a	2535908	1311	1013
2479.8583984375	n/a	2539376	2110	0
2480.44921875	n/a	2539981	1312	1013
2480.44921875	n/a	2539981	1321	4003
2481.8583984375	n/a	2541424	2120	0
2483.7734375	n/a	2543385	1322	4003
2483.7734375	n/a	2543385	1311	1035
2487.5947265625	n/a	2547298	2110	0
2488.21484375	n/a	2547933	1312	1035
2488.21484375	n/a	2547933	1311	1192
2491.921875	n/a	2551729	2110	0
2492.53515625	n/a	2552357	1312	1192
2492.53515625	n/a	2552357	1311	1188
2496.4736328125	n/a	2556390	2110	0
2497.119140625	n/a	2557051	1312	1188
2497.119140625	n/a	2557051	1311	1206
2501.681640625	n/a	2561723	2110	0
2502.2998046875	n/a	2562356	1312	1206
2502.2998046875	n/a	2562356	1311	1115
2506.5380859375	n/a	2566696	2110	0
2507.1435546875	n/a	2567316	1312	1115
2507.1435546875	n/a	2567316	1311	1162
2511.08984375	n/a	2571357	2110	0
2511.6787109375	n/a	2571960	1312	1162
2511.6787109375	n/a	2571960	1311	1075
2516.025390625	n/a	2576411	2110	0
2516.607421875	n/a	2577007	1312	1075
2516.607421875	n/a	2577007	1311	1010
2520.6357421875	n/a	2581132	2110	0
2521.240234375	n/a	2581751	1312	1010
2521.240234375	n/a	2581751	1361	4047
2523.1845703125	n/a	2583742	2120	0
2549.1416015625	n/a	2610322	1362	4047
2549.1416015625	n/a	2610322	1311	1014
2553.607421875	n/a	2614895	2110	0
2554.22265625	n/a	2615525	1312	1014
2554.22265625	n/a	2615525	1311	1132
2558.18359375	n/a	2619581	2110	0
2558.79296875	n/a	2620205	1312	1132
2558.79296875	n/a	2620205	1311	1250
2562.423828125	n/a	2623923	2110	0
2563.0439453125	n/a	2624558	1312	1250
2563.0439453125	n/a	2624558	1311	1223
2567.4873046875	n/a	2629108	2110	0
2568.4580078125	n/a	2630102	1312	1223
2568.4580078125	n/a	2630102	1232	0
2583.3037109375	n/a	2645304	1221	0
2583.3037109375	n/a	2645304	1311	1172
2589.3447265625	n/a	2651490	2110	0
2613.3349609375	n/a	2676056	1312	1172
2613.3349609375	n/a	2676056	1311	1180
2617.8212890625	n/a	2680650	2110	0
2618.4599609375	n/a	2681304	1312	1180
2618.4599609375	n/a	2681304	1311	1126
2623.0048828125	n/a	2685958	2110	0
2637.423828125	n/a	2700723	1312	1126
2637.423828125	n/a	2700723	1311	1028
2641.53515625	n/a	2704933	2110	0
2645.4140625	n/a	2708905	1312	1028
2645.4140625	n/a	2708905	1311	1076
2649.6123046875	n/a	2713204	2110	0
2656.5234375	n/a	2720281	1312	1076
2656.5234375	n/a	2720281	1311	1193
2661.00390625	n/a	2724869	2110	0
2661.578125	n/a	2725457	1312	1193
2661.578125	n/a	2725457	1311	1042
2666.7099609375	n/a	2730712	2110	0
2667.3134765625	n/a	2731330	1312	1042
2667.3134765625	n/a	2731330	1311	1237
2670.8916015625	n/a	2734994	2110	0
2671.50390625	n/a	2735621	1312	1237
2671.50390625	n/a	2735621	1311	1064
2675.62890625	n/a	2739845	2110	0
2676.2236328125	n/a	2740454	1312	1064
2676.2236328125	n/a	2740454	1311	1195
2682.4052734375	n/a	2746784	2120	0
2684.525390625	n/a	2748955	1312	1195
2684.525390625	n/a	2748955	1311	1027
2688.564453125	n/a	2753091	2110	0
2689.16015625	n/a	2753701	1312	1027
2689.16015625	n/a	2753701	1311	1201
2693.0654296875	n/a	2757700	2110	0
2693.6591796875	n/a	2758308	1312	1201
2693.6591796875	n/a	2758308	1311	1194
2698.6103515625	n/a	2763378	2110	0
2699.2021484375	n/a	2763984	1312	1194
2699.2021484375	n/a	2763984	1311	1100
2704.810546875	n/a	2769727	2110	0
2705.423828125	n/a	2770355	1312	1100
2705.423828125	n/a	2770355	1311	1110
2708.40234375	n/a	2773405	2110	0
2708.994140625	n/a	2774011	1312	1110
2708.994140625	n/a	2774011	1311	1251
2712.2177734375	n/a	2777312	2110	0
2712.8056640625	n/a	2777914	1312	1251
2712.8056640625	n/a	2777914	1311	1039
2716.4658203125	n/a	2781662	2110	0
2717.0498046875	n/a	2782260	1312	1039
2717.0498046875	n/a	2782260	1311	1029
2721.76953125	n/a	2787093	2110	0
2722.3583984375	n/a	2787696	1312	1029
2722.3583984375	n/a	2787696	1311	1051
2727.2568359375	n/a	2792712	2110	0
2727.869140625	n/a	2793339	1312	1051
2727.869140625	n/a	2793339	1311	1122
2731.76953125	n/a	2797333	2110	0
2732.3876953125	n/a	2797966	1312	1122
2732.3876953125	n/a	2797966	1311	1153
2736.3212890625	n/a	2801994	2110	0
2736.9326171875	n/a	2802620	1312	1153
2736.9326171875	n/a	2802620	1311	1143
2740.28125	n/a	2806049	2110	0
2740.8564453125	n/a	2806638	1312	1143
2740.8564453125	n/a	2806638	1331	4037
2743.728515625	n/a	2809579	2120	0
2746.3828125	n/a	2812297	1332	4037
2746.3828125	n/a	2812297	1311	1063
2750.3203125	n/a	2816329	2110	0
2750.8984375	n/a	2816921	1312	1063
2750.8984375	n/a	2816921	1311	1019
2754.0830078125	n/a	2820182	2110	0
2754.6806640625	n/a	2820794	1312	1019
2754.6806640625	n/a	2820794	1311	1203
2759.0556640625	n/a	2825274	2110	0
2759.6630859375	n/a	2825896	1312	1203
2759.6630859375	n/a	2825896	1311	1159
2764.3603515625	n/a	2830706	2110	0
2764.9677734375	n/a	2831328	1312	1159
2764.9677734375	n/a	2831328	1351	4050
2769.359375	n/a	2835825	2110	0
2769.935546875	n/a	2836415	1352	4050
2769.935546875	n/a	2836415	1311	1043
2773.7275390625	n/a	2840298	2110	0
2774.3271484375	n/a	2840912	1312	1043
2774.3271484375	n/a	2840912	1311	1226
2778.4658203125	n/a	2845150	2110	0
2779.078125	n/a	2845777	1312	1226
2779.078125	n/a	2845777	1311	1141
2782.4228515625	n/a	2849202	2110	0
2783.048828125	n/a	2849843	1312	1141
2783.048828125	n/a	2849843	1311	1200
2787.7265625	n/a	2854633	2110	0
2788.3134765625	n/a	2855234	1312	1200
2788.3134765625	n/a	2855234	1361	4045
2791.302734375	n/a	2858295	2110	0
2791.9208984375	n/a	2858928	1362	4045
2791.9208984375	n/a	2858928	1311	1255
2795.4228515625	n/a	2862514	2110	0
2796.0029296875	n/a	2863108	1312	1255
2796.0029296875	n/a	2863108	1311	1073
2800.12109375	n/a	2867325	2110	0
2800.7060546875	n/a	2867924	1312	1073
2800.7060546875	n/a	2867924	1311	1031
2804.1826171875	n/a	2871484	2110	0
2804.8095703125	n/a	2872126	1312	1031
2804.8095703125	n/a	2872126	1311	1117
2808.318359375	n/a	2875719	2110	0
2808.912109375	n/a	2876327	1312	1117
2808.912109375	n/a	2876327	1341	4042
2815.318359375	n/a	2882887	2120	0
2842.2646484375	n/a	2910480	1342	4042
2842.2646484375	n/a	2910480	1311	1020
2846.6845703125	n/a	2915006	2110	0
2875.640625	n/a	2944657	1312	1020
2875.640625	n/a	2944657	1222	0
2892.9453125	n/a	2962377	1231	0
2892.9453125	n/a	2962377	1311	1252
2897.8349609375	n/a	2967384	2110	0
2919.0654296875	n/a	2989124	1312	1252
2919.0654296875	n/a	2989124	1311	1086
2926.43359375	n/a	2996669	2110	0
2944.15234375	n/a	3014813	1312	1086
2944.15234375	n/a	3014813	1311	1171
2950.1708984375	n/a	3020976	2110	0
2950.779296875	n/a	3021599	1312	1171
2950.779296875	n/a	3021599	1311	1199
2952.6787109375	n/a	3023544	2120	0
2954.9931640625	n/a	3025914	1312	1199
2954.9931640625	n/a	3025914	1321	4007
2957.5361328125	n/a	3028518	2120	0
2959.529296875	n/a	3030559	1322	4007
2959.529296875	n/a	3030559	1311	1099
2963.642578125	n/a	3034771	2110	0
2964.2685546875	n/a	3035412	1312	1099
2964.2685546875	n/a	3035412	1311	1088
2969.984375	n/a	3041265	2110	0
2970.5771484375	n/a	3041872	1312	1088
2970.5771484375	n/a	3041872	1351	4051
2974.72265625	n/a	3046117	2110	0
2975.3271484375	n/a	3046736	1352	4051
2975.3271484375	n/a	3046736	1311	1240
2979.5595703125	n/a	3051070	2110	0
2980.14453125	n/a	3051669	1312	1240
2980.14453125	n/a	3051669	1311	1046
2981.4560546875	n/a	3053012	2120	0
2983.3837890625	n/a	3054986	1312	1046
2983.3837890625	n/a	3054986	1331	4029
2986.0478515625	n/a	3057714	2120	0
2988.0185546875	n/a	3059732	1332	4029
2988.0185546875	n/a	3059732	1311	1224
2990.8876953125	n/a	3062670	2120	0
2992.833984375	n/a	3064663	1312	1224
2992.833984375	n/a	3064663	1311	1163
2996.623046875	n/a	3068543	2110	0
2997.2041015625	n/a	3069138	1312	1163
2997.2041015625	n/a	3069138	1331	4035
2998.7666015625	n/a	3070738	2120	0
3000.6904296875	n/a	3072708	1332	4035
3000.6904296875	n/a	3072708	1311	1036
3001.966796875	n/a	3074015	2120	0
3003.8125	n/a	3075905	1312	1036
3003.8125	n/a	3075905	1321	4005
3008.0947265625	n/a	3080290	2110	0
3008.6728515625	n/a	3080882	1322	4005
3008.6728515625	n/a	3080882	1331	4025
3009.712890625	n/a	3081947	2120	0
3011.6630859375	n/a	3083944	1332	4025
3011.6630859375	n/a	3083944	1311	1247
3014.91015625	n/a	3087269	2110	0
3015.4912109375	n/a	3087864	1312	1247
3015.4912109375	n/a	3087864	1311	1067
3019.0546875	n/a	3091513	2110	0
3019.6591796875	n/a	3092132	1312	1067
3019.6591796875	n/a	3092132	1311	1211
3023.56640625	n/a	3096133	2110	0
3024.1748046875	n/a	3096756	1312	1211
3024.1748046875	n/a	3096756	1311	1147
3025.2802734375	n/a	3097888	2120	0
3027.189453125	n/a	3099843	1312	1147
3027.189453125	n/a	3099843	1311	1130
3029.93359375	n/a	3102653	2110	0
3030.515625	n/a	3103249	1312	1130
3030.515625	n/a	3103249	1311	1056
3034.1181640625	n/a	3106938	2110	0
3034.74609375	n/a	3107581	1312	1056
3034.74609375	n/a	3107581	1311	1170
3036.197265625	n/a	3109067	2120	0
3038.318359375	n/a	3111239	1312	1170
3038.318359375	n/a	3111239	1311	1012
3039.3271484375	n/a	3112272	2120	0
3041.0556640625	n/a	3114042	1312	1012
3041.0556640625	n/a	3114042	1311	1104
3046.0634765625	n/a	3119170	2110	0
3046.6884765625	n/a	3119810	1312	1104
3046.6884765625	n/a	3119810	1361	4049
3048.0849609375	n/a	3121240	2120	0
3049.861328125	n/a	3123059	1362	4049
3049.861328125	n/a	3123059	1311	1077
3054.28515625	n/a	3127589	2110	0
3054.8818359375	n/a	3128200	1312	1077
3054.8818359375	n/a	3128200	1311	1023
3056.125	n/a	3129473	2120	0
3057.982421875	n/a	3131375	1312	1023
3057.982421875	n/a	3131375	1311	1165
3059.046875	n/a	3132465	2120	0
3061.0478515625	n/a	3134514	1312	1165
3061.0478515625	n/a	3134514	1311	1074
3062.4521484375	n/a	3135952	2120	0
3064.1923828125	n/a	3137734	1312	1074
3064.1923828125	n/a	3137734	1321	4016
3069.375	n/a	3143041	2110	0
3069.982421875	n/a	3143663	1322	4016
3069.982421875	n/a	3143663	1351	4054
3071.171875	n/a	3144881	2120	0
3087.9990234375	n/a	3162112	1352	4054
3087.9990234375	n/a	3162112	1311	1124
3089.755859375	n/a	3163911	2120	0
3092.119140625	n/a	3166331	1312	1124
3092.119140625	n/a	3166331	1331	4031
3096.0673828125	n/a	3170374	2110	0
3105.9794921875	n/a	3180524	1332	4031
3105.9794921875	n/a	3180524	1311	1152
3109.619140625	n/a	3184251	2110	0
3126.0791015625	n/a	3201106	1312	1152
3126.0791015625	n/a	3201106	1311	1233
3127.7783203125	n/a	3202846	2120	0
3129.7734375	n/a	3204889	1312	1233
3129.7734375	n/a	3204889	1311	1011
3134.2822265625	n/a	3209506	2110	0
3135.8955078125	n/a	3211158	1312	1011
3135.8955078125	n/a	3211158	1311	1219
3139.4658203125	n/a	3214814	2110	0
3163.935546875	n/a	3239871	1312	1219
3163.935546875	n/a	3239871	1311	1047
3168.80859375	n/a	3244861	2110	0
3169.4052734375	n/a	3245472	1312	1047
3169.4052734375	n/a	3245472	1311	1101
3173.3603515625	n/a	3249522	2110	0
3174.216796875	n/a	3250399	1312	1101
3174.216796875	n/a	3250399	1361	4048
3175.7041015625	n/a	3251922	2120	0
3177.67578125	n/a	3253941	1362	4048
3177.67578125	n/a	3253941	1311	1095
3182.73046875	n/a	3259117	2110	0
3182.73046875	n/a	3259117	1312	1095
3182.73046875	n/a	3259117	1232	0
3182.73046875	n/a	3259117	1122	0
