filename	ESS_dataRecordingUuid	ESS_inSessionRecordingNum
eeg/sub-02_ses-01_task-DriveRandomSound_run-1_eeg.set	131be3ae-3b62-4e12-8e18-2ab7a732f874	1
eeg/sub-02_ses-01_task-DriveRandomSound_run-2_eeg.set	f7e3e777-f15d-415c-8f11-892d413cdd2c	1
