onset	duration	sample	value	gid
324.7255859375	n/a	332520	1211	0
324.7255859375	n/a	332520	1311	1252
332.8291015625	n/a	340818	2110	0
379.9228515625	n/a	389042	1312	1252
379.9228515625	n/a	389042	1341	4040
394.16015625	n/a	403621	2120	0
397.3623046875	n/a	406900	1342	4040
397.3623046875	n/a	406900	1311	1203
409.015625	n/a	418833	2110	0
409.583984375	n/a	419415	1312	1203
409.583984375	n/a	419415	1311	1250
414.3349609375	n/a	424280	2110	0
414.90625	n/a	424865	1312	1250
414.90625	n/a	424865	1311	1156
422.1748046875	n/a	432308	2110	0
422.7431640625	n/a	432890	1312	1156
422.7431640625	n/a	432890	1311	1150
432.6787109375	n/a	443064	2110	0
433.24609375	n/a	443645	1312	1150
433.24609375	n/a	443645	1311	1171
438.88671875	n/a	449421	2110	0
439.458984375	n/a	450007	1312	1171
439.458984375	n/a	450007	1311	1139
443.7578125	n/a	454409	2110	0
444.3291015625	n/a	454994	1312	1139
444.3291015625	n/a	454994	1311	1255
449.3359375	n/a	460121	2110	0
449.9091796875	n/a	460708	1312	1255
449.9091796875	n/a	460708	1311	1194
459.2861328125	n/a	470310	2110	0
459.8544921875	n/a	470892	1312	1194
459.8544921875	n/a	470892	1311	1053
468.0078125	n/a	479241	2110	0
468.580078125	n/a	479827	1312	1053
468.580078125	n/a	479827	1361	4049
476.94140625	n/a	488389	2110	0
477.5126953125	n/a	488974	1362	4049
477.5126953125	n/a	488974	1311	1157
484.0205078125	n/a	495638	2110	0
484.5927734375	n/a	496224	1312	1157
484.5927734375	n/a	496224	1311	1004
490.0361328125	n/a	501798	2110	0
490.6083984375	n/a	502384	1312	1004
490.6083984375	n/a	502384	1311	1062
496.99609375	n/a	508925	2110	0
497.5673828125	n/a	509510	1312	1062
497.5673828125	n/a	509510	1311	1174
502.4443359375	n/a	514504	2110	0
503.0146484375	n/a	515088	1312	1174
503.0146484375	n/a	515088	1321	4001
512.36328125	n/a	524661	2120	0
515.814453125	n/a	528195	1322	4001
515.814453125	n/a	528195	1311	1074
524.93359375	n/a	537533	2110	0
525.50390625	n/a	538117	1312	1074
525.50390625	n/a	538117	1311	1098
536.314453125	n/a	549187	2110	0
536.8896484375	n/a	549776	1312	1098
536.8896484375	n/a	549776	1311	1030
543.3779296875	n/a	556420	2110	0
543.947265625	n/a	557003	1312	1030
543.947265625	n/a	557003	1311	1192
556.76171875	n/a	570125	2120	0
559.400390625	n/a	572827	1312	1192
559.400390625	n/a	572827	1311	1178
568.2099609375	n/a	581848	2110	0
568.7822265625	n/a	582434	1312	1178
568.7822265625	n/a	582434	1311	1090
573.208984375	n/a	586967	2110	0
573.7822265625	n/a	587554	1312	1090
573.7822265625	n/a	587554	1311	1124
581.12890625	n/a	595077	2110	0
581.7021484375	n/a	595664	1312	1124
581.7021484375	n/a	595664	1311	1209
586.8193359375	n/a	600904	2110	0
587.392578125	n/a	601491	1312	1209
587.392578125	n/a	601491	1311	1113
593.12890625	n/a	607365	2110	0
593.69921875	n/a	607949	1312	1113
593.69921875	n/a	607949	1311	1028
601.552734375	n/a	615991	2110	0
602.1240234375	n/a	616576	1312	1028
602.1240234375	n/a	616576	1311	1213
607.431640625	n/a	622011	2110	0
608.00390625	n/a	622597	1312	1213
608.00390625	n/a	622597	1311	1175
616.3037109375	n/a	631096	2110	0
616.8759765625	n/a	631682	1312	1175
616.8759765625	n/a	631682	1311	1245
626.8310546875	n/a	641876	2110	0
627.4755859375	n/a	642536	1312	1245
627.4755859375	n/a	642536	1212	0
693.38671875	n/a	710029	1251	0
693.38671875	n/a	710029	1311	1204
700.8369140625	n/a	717658	2110	0
701.40625	n/a	718241	1312	1204
701.40625	n/a	718241	1311	1144
711.5263671875	n/a	728604	2110	0
712.099609375	n/a	729191	1312	1144
712.099609375	n/a	729191	1311	1243
719.771484375	n/a	737047	2110	0
720.341796875	n/a	737631	1312	1243
720.341796875	n/a	737631	1321	4008
728.4462890625	n/a	745930	2110	0
729.0244140625	n/a	746522	1322	4008
729.0244140625	n/a	746522	1311	1034
739.947265625	n/a	757707	2110	0
740.5146484375	n/a	758288	1312	1034
740.5146484375	n/a	758288	1311	1172
747.8671875	n/a	765817	2110	0
748.439453125	n/a	766403	1312	1172
748.439453125	n/a	766403	1311	1097
756.826171875	n/a	774991	2110	0
757.3935546875	n/a	775572	1312	1097
757.3935546875	n/a	775572	1311	1184
765.3779296875	n/a	783748	2110	0
765.947265625	n/a	784331	1312	1184
765.947265625	n/a	784331	1311	1089
774.25	n/a	792833	2110	0
774.8193359375	n/a	793416	1312	1089
774.8193359375	n/a	793416	1311	1244
785.0009765625	n/a	803842	2110	0
785.572265625	n/a	804427	1312	1244
785.572265625	n/a	804427	1331	4022
798.595703125	n/a	817763	2120	0
805.0986328125	n/a	824422	1332	4022
805.0986328125	n/a	824422	1311	1060
815.056640625	n/a	834619	2110	0
815.626953125	n/a	835203	1312	1060
815.626953125	n/a	835203	1331	4025
823.16015625	n/a	842917	2120	0
827.98046875	n/a	847853	1332	4025
827.98046875	n/a	847853	1311	1002
833.87109375	n/a	853885	2110	0
834.4443359375	n/a	854472	1312	1002
834.4443359375	n/a	854472	1311	1007
840.4501953125	n/a	860622	2110	0
841.021484375	n/a	861207	1312	1007
841.021484375	n/a	861207	1311	1169
846.7265625	n/a	867049	2110	0
847.298828125	n/a	867635	1312	1169
847.298828125	n/a	867635	1311	1086
853.623046875	n/a	874111	2110	0
854.1962890625	n/a	874698	1312	1086
854.1962890625	n/a	874698	1311	1107
860.2568359375	n/a	880904	2110	0
860.8291015625	n/a	881490	1312	1107
860.8291015625	n/a	881490	1351	4051
871.6865234375	n/a	892608	2120	0
875.298828125	n/a	896307	1352	4051
875.298828125	n/a	896307	1311	1147
881.91015625	n/a	903077	2110	0
882.4814453125	n/a	903662	1312	1147
882.4814453125	n/a	903662	1311	1016
887.599609375	n/a	908903	2110	0
888.1728515625	n/a	909490	1312	1016
888.1728515625	n/a	909490	1331	4030
893.3974609375	n/a	914840	2110	0
893.9697265625	n/a	915426	1332	4030
893.9697265625	n/a	915426	1311	1083
899.716796875	n/a	921311	2110	0
900.2939453125	n/a	921902	1312	1083
900.2939453125	n/a	921902	1351	4054
907.7568359375	n/a	929544	2120	0
910.3759765625	n/a	932226	1352	4054
910.3759765625	n/a	932226	1311	1151
916.1884765625	n/a	938178	2110	0
916.7607421875	n/a	938764	1312	1151
916.7607421875	n/a	938764	1311	1130
922.822265625	n/a	944971	2110	0
923.390625	n/a	945553	1312	1130
923.390625	n/a	945553	1311	1236
928.9638671875	n/a	951260	2110	0
929.53515625	n/a	951845	1312	1236
929.53515625	n/a	951845	1311	1240
936.2275390625	n/a	958698	2110	0
936.9130859375	n/a	959400	1312	1240
936.9130859375	n/a	959400	1252	0
962.939453125	n/a	986051	1221	0
962.939453125	n/a	986051	1311	1185
972.5625	n/a	995905	2110	0
973.1318359375	n/a	996488	1312	1185
973.1318359375	n/a	996488	1311	1038
978.0498046875	n/a	1001524	2110	0
994.966796875	n/a	1018847	1312	1038
994.966796875	n/a	1018847	1311	1195
999.5615234375	n/a	1023552	2110	0
1000.1318359375	n/a	1024136	1312	1195
1000.1318359375	n/a	1024136	1311	1017
1009.9208984375	n/a	1034160	2110	0
1010.4892578125	n/a	1034742	1312	1017
1010.4892578125	n/a	1034742	1311	1096
1021.14453125	n/a	1045653	2110	0
1021.7138671875	n/a	1046236	1312	1096
1021.7138671875	n/a	1046236	1331	4032
1027.2646484375	n/a	1051920	2120	0
1033.7939453125	n/a	1058606	1332	4032
1033.7939453125	n/a	1058606	1311	1081
1040.6552734375	n/a	1065632	2110	0
1041.224609375	n/a	1066215	1312	1081
1041.224609375	n/a	1066215	1311	1136
1050.791015625	n/a	1076011	2110	0
1051.36328125	n/a	1076597	1312	1136
1051.36328125	n/a	1076597	1311	1126
1056.369140625	n/a	1081723	2110	0
1056.9423828125	n/a	1082310	1312	1126
1056.9423828125	n/a	1082310	1311	1042
1062.55078125	n/a	1088053	2110	0
1063.125	n/a	1088641	1312	1042
1063.125	n/a	1088641	1311	1197
1068.56640625	n/a	1094213	2110	0
1069.138671875	n/a	1094799	1312	1197
1069.138671875	n/a	1094799	1361	4048
1074.7099609375	n/a	1100504	2120	0
1106.0244140625	n/a	1132570	1362	4048
1106.0244140625	n/a	1132570	1311	1076
1113.134765625	n/a	1139851	2110	0
1115.97265625	n/a	1142757	1312	1076
1115.97265625	n/a	1142757	1311	1161
1122.541015625	n/a	1149483	2110	0
1123.1142578125	n/a	1150070	1312	1161
1123.1142578125	n/a	1150070	1311	1109
1128.8447265625	n/a	1155938	2110	0
1129.4130859375	n/a	1156520	1312	1109
1129.4130859375	n/a	1156520	1311	1233
1135.84375	n/a	1163105	2110	0
1136.4140625	n/a	1163689	1312	1233
1136.4140625	n/a	1163689	1311	1119
1142.0439453125	n/a	1169454	2110	0
1142.611328125	n/a	1170035	1312	1119
1142.611328125	n/a	1170035	1311	1242
1148.1875	n/a	1175745	2110	0
1148.7607421875	n/a	1176332	1312	1242
1148.7607421875	n/a	1176332	1311	1122
1155.796875	n/a	1183537	2110	0
1156.3701171875	n/a	1184124	1312	1122
1156.3701171875	n/a	1184124	1311	1173
1161.3310546875	n/a	1189204	2110	0
1161.9013671875	n/a	1189788	1312	1173
1161.9013671875	n/a	1189788	1311	1085
1168.5947265625	n/a	1196642	2110	0
1169.1689453125	n/a	1197230	1312	1085
1169.1689453125	n/a	1197230	1311	1223
1174.490234375	n/a	1202679	2110	0
1175.05859375	n/a	1203261	1312	1223
1175.05859375	n/a	1203261	1311	1208
1179.634765625	n/a	1207947	2110	0
1180.203125	n/a	1208529	1312	1208
1180.203125	n/a	1208529	1311	1165
1185.505859375	n/a	1213959	2110	0
1186.07421875	n/a	1214541	1312	1165
1186.07421875	n/a	1214541	1311	1217
1194.490234375	n/a	1223159	2120	0
1199.9716796875	n/a	1228772	1312	1217
1199.9716796875	n/a	1228772	1311	1198
1206.0595703125	n/a	1235006	2110	0
1206.634765625	n/a	1235595	1312	1198
1206.634765625	n/a	1235595	1311	1010
1211.1767578125	n/a	1240246	2110	0
1211.75	n/a	1240833	1312	1010
1211.75	n/a	1240833	1331	4029
1217.201171875	n/a	1246415	2110	0
1217.771484375	n/a	1246999	1332	4029
1217.771484375	n/a	1246999	1311	1120
1221.4892578125	n/a	1250806	2110	0
1222.076171875	n/a	1251407	1312	1120
1222.076171875	n/a	1251407	1311	1123
1225.7529296875	n/a	1255172	2110	0
1226.3369140625	n/a	1255770	1312	1123
1226.3369140625	n/a	1255770	1361	4046
1234.0322265625	n/a	1263650	2120	0
1236.6669921875	n/a	1266348	1362	4046
1236.6669921875	n/a	1266348	1311	1018
1242.84765625	n/a	1272677	2110	0
1243.4306640625	n/a	1273274	1312	1018
1243.4306640625	n/a	1273274	1311	1046
1249.2958984375	n/a	1279280	2110	0
1250.0380859375	n/a	1280040	1312	1046
1250.0380859375	n/a	1280040	1222	0
1257.900390625	n/a	1288091	1221	0
1257.900390625	n/a	1288091	1331	4036
1263.9296875	n/a	1294265	2120	0
1274.06640625	n/a	1304645	1332	4036
1274.06640625	n/a	1304645	1311	1037
1280.5986328125	n/a	1311334	2110	0
1382.0224609375	n/a	1415192	1312	1037
1382.0224609375	n/a	1415192	1311	1116
1387.5703125	n/a	1420873	2110	0
1409.0126953125	n/a	1442830	1312	1116
1409.0126953125	n/a	1442830	1311	1248
1417.2734375	n/a	1451289	2110	0
1417.841796875	n/a	1451871	1312	1248
1417.841796875	n/a	1451871	1311	1231
1421.6416015625	n/a	1455762	2110	0
1422.2109375	n/a	1456345	1312	1231
1422.2109375	n/a	1456345	1311	1224
1429.376953125	n/a	1463683	2110	0
1429.947265625	n/a	1464267	1312	1224
1429.947265625	n/a	1464267	1311	1251
1434.0751953125	n/a	1468494	2110	0
1434.6484375	n/a	1469081	1312	1251
1434.6484375	n/a	1469081	1311	1163
1441.880859375	n/a	1476487	2110	0
1442.453125	n/a	1477073	1312	1163
1442.453125	n/a	1477073	1311	1020
1451.416015625	n/a	1486251	2110	0
1451.984375	n/a	1486833	1312	1020
1451.984375	n/a	1486833	1311	1014
1455.3916015625	n/a	1490322	2110	0
1455.9619140625	n/a	1490906	1312	1014
1455.9619140625	n/a	1490906	1331	4023
1462.7998046875	n/a	1497908	2120	0
1470.0625	n/a	1505345	1332	4023
1470.0625	n/a	1505345	1311	1160
1475.0810546875	n/a	1510484	2110	0
1475.650390625	n/a	1511067	1312	1160
1475.650390625	n/a	1511067	1351	4052
1485.87890625	n/a	1521541	2120	0
1488.833984375	n/a	1524567	1352	4052
1488.833984375	n/a	1524567	1311	1188
1494.734375	n/a	1530609	2110	0
1495.3037109375	n/a	1531192	1312	1188
1495.3037109375	n/a	1531192	1311	1168
1508.26171875	n/a	1544461	2110	0
1508.8310546875	n/a	1545044	1312	1168
1508.8310546875	n/a	1545044	1311	1013
1514.3818359375	n/a	1550728	2110	0
1514.94921875	n/a	1551309	1312	1013
1514.94921875	n/a	1551309	1311	1218
1520.0771484375	n/a	1556560	2110	0
1520.646484375	n/a	1557143	1312	1218
1520.646484375	n/a	1557143	1311	1079
1527.81640625	n/a	1564485	2110	0
1528.390625	n/a	1565073	1312	1079
1528.390625	n/a	1565073	1311	1148
1535.8046875	n/a	1572665	2110	0
1536.3779296875	n/a	1573252	1312	1148
1536.3779296875	n/a	1573252	1311	1186
1543.1728515625	n/a	1580210	2110	0
1543.7587890625	n/a	1580810	1312	1186
1543.7587890625	n/a	1580810	1311	1027
1552.396484375	n/a	1589655	2110	0
1552.984375	n/a	1590257	1312	1027
1552.984375	n/a	1590257	1311	1048
1560.0302734375	n/a	1597472	2110	0
1560.8076171875	n/a	1598268	1312	1048
1560.8076171875	n/a	1598268	1222	0
1570.8076171875	n/a	1608508	3111	0
1691.556640625	n/a	1732155	3112	0
1701.556640625	n/a	1742395	1211	0
1701.556640625	n/a	1742395	1321	4015
1704.302734375	n/a	1745207	2120	0
1707.333984375	n/a	1748311	1322	4015
1707.333984375	n/a	1748311	1311	1021
1712.7265625	n/a	1753833	2110	0
1713.296875	n/a	1754417	1312	1021
1713.296875	n/a	1754417	1311	1058
1717.830078125	n/a	1759059	2110	0
1718.40234375	n/a	1759645	1312	1058
1718.40234375	n/a	1759645	1311	1134
1723.423828125	n/a	1764787	2110	0
1723.998046875	n/a	1765375	1312	1134
1723.998046875	n/a	1765375	1321	4012
1728.1572265625	n/a	1769634	2120	0
1731.095703125	n/a	1772643	1322	4012
1731.095703125	n/a	1772643	1321	4006
1732.708984375	n/a	1774295	2120	0
1734.4765625	n/a	1776105	1322	4006
1734.4765625	n/a	1776105	1311	1179
1740.8447265625	n/a	1782626	2110	0
1741.4296875	n/a	1783225	1312	1179
1741.4296875	n/a	1783225	1311	1121
1745.3408203125	n/a	1787230	2110	0
1745.927734375	n/a	1787831	1312	1121
1745.927734375	n/a	1787831	1311	1052
1751.0712890625	n/a	1793098	2110	0
1788.6240234375	n/a	1831552	1312	1052
1788.6240234375	n/a	1831552	1311	1022
1793.6533203125	n/a	1836702	2110	0
1795.482421875	n/a	1838575	1312	1022
1795.482421875	n/a	1838575	1311	1237
1799.8349609375	n/a	1843032	2110	0
1800.404296875	n/a	1843615	1312	1237
1800.404296875	n/a	1843615	1311	1072
1805.4931640625	n/a	1848826	2110	0
1806.0673828125	n/a	1849414	1312	1072
1806.0673828125	n/a	1849414	1311	1138
1812.7939453125	n/a	1856302	2110	0
1813.3759765625	n/a	1856898	1312	1138
1813.3759765625	n/a	1856898	1311	1118
1818.2021484375	n/a	1861840	2110	0
1818.7724609375	n/a	1862424	1312	1118
1818.7724609375	n/a	1862424	1311	1206
1824.9775390625	n/a	1868778	2110	0
1825.5615234375	n/a	1869376	1312	1206
1825.5615234375	n/a	1869376	1311	1023
1831.529296875	n/a	1875487	2110	0
1832.12109375	n/a	1876093	1312	1023
1832.12109375	n/a	1876093	1311	1066
1837.3857421875	n/a	1881484	2110	0
1837.982421875	n/a	1882095	1312	1066
1837.982421875	n/a	1882095	1311	1001
1842.7529296875	n/a	1886980	2110	0
1846.6171875	n/a	1890937	1312	1001
1846.6171875	n/a	1890937	1311	1026
1851.201171875	n/a	1895631	2110	0
1851.7939453125	n/a	1896238	1312	1026
1851.7939453125	n/a	1896238	1311	1145
1856.2568359375	n/a	1900808	2110	0
1856.845703125	n/a	1901411	1312	1145
1856.845703125	n/a	1901411	1311	1249
1860.9921875	n/a	1905657	2110	0
1861.56640625	n/a	1906245	1312	1249
1861.56640625	n/a	1906245	1311	1228
1866.4638671875	n/a	1911260	2110	0
1867.033203125	n/a	1911843	1312	1228
1867.033203125	n/a	1911843	1311	1008
1870.8486328125	n/a	1915750	2110	0
1871.416015625	n/a	1916331	1312	1008
1871.416015625	n/a	1916331	1311	1054
1875.767578125	n/a	1920787	2110	0
1876.3359375	n/a	1921369	1312	1054
1876.3359375	n/a	1921369	1331	4019
1879.2001953125	n/a	1924302	2120	0
1882.783203125	n/a	1927971	1332	4019
1882.783203125	n/a	1927971	1311	1129
1887.6474609375	n/a	1932952	2110	0
1888.232421875	n/a	1933551	1312	1129
1888.232421875	n/a	1933551	1311	1128
1892.19921875	n/a	1937613	2110	0
1892.7802734375	n/a	1938208	1312	1128
1892.7802734375	n/a	1938208	1311	1075
1897.8330078125	n/a	1943382	2110	0
1898.419921875	n/a	1943983	1312	1075
1898.419921875	n/a	1943983	1311	1055
1903.7265625	n/a	1949417	2110	0
1904.3115234375	n/a	1950016	1312	1055
1904.3115234375	n/a	1950016	1351	4050
1911.376953125	n/a	1957251	2120	0
1914.509765625	n/a	1960459	1352	4050
1914.509765625	n/a	1960459	1311	1064
1921.3583984375	n/a	1967472	2110	0
1921.927734375	n/a	1968055	1312	1064
1921.927734375	n/a	1968055	1331	4020
1930.4775390625	n/a	1976810	2120	0
1934.8173828125	n/a	1981254	1332	4020
1934.8173828125	n/a	1981254	1311	1009
1938.765625	n/a	1985297	2110	0
1939.5888671875	n/a	1986140	1312	1009
1939.5888671875	n/a	1986140	1212	0
1950.1552734375	n/a	1996960	1231	0
1950.1552734375	n/a	1996960	1311	1211
1956.0849609375	n/a	2003032	2110	0
1956.677734375	n/a	2003639	1312	1211
1956.677734375	n/a	2003639	1311	1047
1963.8447265625	n/a	2010978	2110	0
1964.439453125	n/a	2011587	1312	1047
1964.439453125	n/a	2011587	1351	4055
1971.9091796875	n/a	2019236	2110	0
1972.4833984375	n/a	2019824	1352	4055
1972.4833984375	n/a	2019824	1311	1091
1976.8203125	n/a	2024265	2110	0
1977.392578125	n/a	2024851	1312	1091
1977.392578125	n/a	2024851	1321	4016
1981.595703125	n/a	2029155	2120	0
1984.001953125	n/a	2031619	1322	4016
1984.001953125	n/a	2031619	1311	1149
1989.412109375	n/a	2037159	2110	0
1990.009765625	n/a	2037771	1312	1149
1990.009765625	n/a	2037771	1321	4000
1991.9638671875	n/a	2039772	2120	0
1993.896484375	n/a	2041751	1322	4000
1993.896484375	n/a	2041751	1361	4045
1996.291015625	n/a	2044203	2120	0
1999.158203125	n/a	2047139	1362	4045
1999.158203125	n/a	2047139	1311	1108
2004.7548828125	n/a	2052870	2110	0
2005.3427734375	n/a	2053472	1312	1108
2005.3427734375	n/a	2053472	1311	1214
2008.2666015625	n/a	2056466	2110	0
2008.857421875	n/a	2057071	1312	1214
2008.857421875	n/a	2057071	1311	1200
2015.1865234375	n/a	2063552	2110	0
2015.783203125	n/a	2064163	1312	1200
2015.783203125	n/a	2064163	1311	1112
2019.1220703125	n/a	2067582	2110	0
2019.7158203125	n/a	2068190	1312	1112
2019.7158203125	n/a	2068190	1311	1101
2032.8984375	n/a	2081689	2110	0
2033.4833984375	n/a	2082288	1312	1101
2033.4833984375	n/a	2082288	1311	1162
2038.5322265625	n/a	2087458	2110	0
2039.1171875	n/a	2088057	1312	1162
2039.1171875	n/a	2088057	1311	1180
2042.87890625	n/a	2091909	2110	0
2043.466796875	n/a	2092511	1312	1180
2043.466796875	n/a	2092511	1311	1080
2054.8095703125	n/a	2104126	2110	0
2055.4013671875	n/a	2104732	1312	1080
2055.4013671875	n/a	2104732	1311	1070
2060.8330078125	n/a	2110294	2110	0
2061.4248046875	n/a	2110900	1312	1070
2061.4248046875	n/a	2110900	1311	1077
2067.4267578125	n/a	2117046	2110	0
2068.015625	n/a	2117649	1312	1077
2068.015625	n/a	2117649	1311	1051
2074.05859375	n/a	2123837	2110	0
2074.65234375	n/a	2124445	1312	1051
2074.65234375	n/a	2124445	1311	1219
2078.240234375	n/a	2128119	2110	0
2078.8408203125	n/a	2128734	1312	1219
2078.8408203125	n/a	2128734	1311	1155
2083.423828125	n/a	2133427	2110	0
2084.01953125	n/a	2134037	1312	1155
2084.01953125	n/a	2134037	1331	4021
2088.6474609375	n/a	2138776	2120	0
2091.7275390625	n/a	2141930	1332	4021
2091.7275390625	n/a	2141930	1331	4027
2095.3994140625	n/a	2145690	2110	0
2095.986328125	n/a	2146291	1332	4027
2095.986328125	n/a	2146291	1311	1003
2100.623046875	n/a	2151039	2110	0
2101.2041015625	n/a	2151634	1312	1003
2101.2041015625	n/a	2151634	1311	1094
2104.03125	n/a	2154529	2110	0
2104.623046875	n/a	2155135	1312	1094
2104.623046875	n/a	2155135	1311	1110
2108.51953125	n/a	2159125	2110	0
2109.0927734375	n/a	2159712	1312	1110
2109.0927734375	n/a	2159712	1311	1104
2115.5185546875	n/a	2166292	2110	0
2116.0986328125	n/a	2166886	1312	1104
2116.0986328125	n/a	2166886	1311	1127
2120.7431640625	n/a	2171642	2110	0
2121.3359375	n/a	2172249	1312	1127
2121.3359375	n/a	2172249	1311	1182
2126.361328125	n/a	2177395	2110	0
2126.9443359375	n/a	2177992	1312	1182
2126.9443359375	n/a	2177992	1331	4028
2131.5419921875	n/a	2182700	2120	0
2134.7802734375	n/a	2186016	1332	4028
2134.7802734375	n/a	2186016	1311	1131
2139.173828125	n/a	2190515	2110	0
2139.7626953125	n/a	2191118	1312	1131
2139.7626953125	n/a	2191118	1311	1247
2145.1259765625	n/a	2196610	2110	0
2145.7099609375	n/a	2197208	1312	1247
2145.7099609375	n/a	2197208	1311	1032
2150.2294921875	n/a	2201836	2110	0
2150.814453125	n/a	2202435	1312	1032
2150.814453125	n/a	2202435	1331	4037
2152.8056640625	n/a	2204474	2120	0
2156.037109375	n/a	2207783	1332	4037
2156.037109375	n/a	2207783	1311	1215
2160.861328125	n/a	2212723	2110	0
2161.4501953125	n/a	2213326	1312	1215
2161.4501953125	n/a	2213326	1321	4005
2163.044921875	n/a	2214959	2120	0
2165.0673828125	n/a	2217030	1322	4005
2165.0673828125	n/a	2217030	1341	4039
2171.30859375	n/a	2223421	2120	0
2174.3740234375	n/a	2226560	1342	4039
2174.3740234375	n/a	2226560	1311	1141
2181.0048828125	n/a	2233350	2110	0
2181.6005859375	n/a	2233960	1312	1141
2181.6005859375	n/a	2233960	1321	4010
2187.9404296875	n/a	2240452	2120	0
2190.1669921875	n/a	2242732	1322	4010
2190.1669921875	n/a	2242732	1311	1039
2193.1240234375	n/a	2245760	2110	0
2193.7138671875	n/a	2246364	1312	1039
2193.7138671875	n/a	2246364	1311	1146
2197.572265625	n/a	2250315	2110	0
2198.1552734375	n/a	2250912	1312	1146
2198.1552734375	n/a	2250912	1311	1125
2204.267578125	n/a	2257171	2110	0
2204.859375	n/a	2257777	1312	1125
2204.859375	n/a	2257777	1311	1106
2213.01953125	n/a	2266133	2110	0
2213.62109375	n/a	2266749	1312	1106
2213.62109375	n/a	2266749	1311	1158
2217.9228515625	n/a	2271154	2110	0
2218.5146484375	n/a	2271760	1312	1158
2218.5146484375	n/a	2271760	1311	1226
2224.123046875	n/a	2277503	2110	0
2224.716796875	n/a	2278111	1312	1226
2224.716796875	n/a	2278111	1311	1229
2229.41015625	n/a	2282917	2110	0
2229.994140625	n/a	2283515	1312	1229
2229.994140625	n/a	2283515	1311	1025
2234.818359375	n/a	2288455	2110	0
2235.4091796875	n/a	2289060	1312	1025
2235.4091796875	n/a	2289060	1321	4014
2239.0419921875	n/a	2292780	2120	0
2241.2373046875	n/a	2295028	1322	4014
2241.2373046875	n/a	2295028	1311	1238
2245.8583984375	n/a	2299760	2110	0
2246.7607421875	n/a	2300684	1312	1238
2246.7607421875	n/a	2300684	1232	0
2335.943359375	n/a	2392007	1251	0
2335.943359375	n/a	2392007	1311	1105
2340.669921875	n/a	2396847	2110	0
